surveyTargetID	surveyID	surveyTargetType	surveyTargetValue	includeOrExclude	isSurveyTargetFullyReported
P78.1B_taxon	P78.1B	taxon	Insecta	include	TRUE
P290.2A_taxon	P290.2A	taxon	Insecta	include	TRUE
P290.2B_taxon	P290.2B	taxon	Insecta	include	TRUE
P78.2A_taxon	P78.2A	taxon	Insecta	include	TRUE
P78.2B_taxon	P78.2B	taxon	Insecta	include	TRUE
P79.1A_taxon	P79.1A	taxon	Insecta	include	TRUE
P79.1B_taxon	P79.1B	taxon	Insecta	include	TRUE
P79.2A_taxon	P79.2A	taxon	Insecta	include	TRUE
P79.2B_taxon	P79.2B	taxon	Insecta	include	TRUE
P80.1A_taxon	P80.1A	taxon	Insecta	include	TRUE
P80.1B_taxon	P80.1B	taxon	Insecta	include	TRUE
P80.2A_taxon	P80.2A	taxon	Insecta	include	TRUE
P80.2B_taxon	P80.2B	taxon	Insecta	include	TRUE
P81.1A_taxon	P81.1A	taxon	Insecta	include	TRUE
P81.1B_taxon	P81.1B	taxon	Insecta	include	TRUE
P295.1A_taxon	P295.1A	taxon	Insecta	include	TRUE
P295.1B_taxon	P295.1B	taxon	Insecta	include	TRUE
P81.2A_taxon	P81.2A	taxon	Insecta	include	TRUE
P81.2B_taxon	P81.2B	taxon	Insecta	include	TRUE
P297.1A_taxon	P297.1A	taxon	Insecta	include	TRUE
P297.1B_taxon	P297.1B	taxon	Insecta	include	TRUE
P82.1A_taxon	P82.1A	taxon	Insecta	include	TRUE
P82.1B_taxon	P82.1B	taxon	Insecta	include	TRUE
P297.2A_taxon	P297.2A	taxon	Insecta	include	TRUE
P297.2B_taxon	P297.2B	taxon	Insecta	include	TRUE
P82.2A_taxon	P82.2A	taxon	Insecta	include	TRUE
P82.2B_taxon	P82.2B	taxon	Insecta	include	TRUE
P298.1A_taxon	P298.1A	taxon	Insecta	include	TRUE
P298.1B_taxon	P298.1B	taxon	Insecta	include	TRUE
P83.1A_taxon	P83.1A	taxon	Insecta	include	TRUE
P83.1B_taxon	P83.1B	taxon	Insecta	include	TRUE
P83.2A_taxon	P83.2A	taxon	Insecta	include	TRUE
P83.2B_taxon	P83.2B	taxon	Insecta	include	TRUE
P84.1A_taxon	P84.1A	taxon	Insecta	include	TRUE
P84.1B_taxon	P84.1B	taxon	Insecta	include	TRUE
P84.2A_taxon	P84.2A	taxon	Insecta	include	TRUE
P84.2B_taxon	P84.2B	taxon	Insecta	include	TRUE
P85.1A_taxon	P85.1A	taxon	Insecta	include	TRUE
P85.1B_taxon	P85.1B	taxon	Insecta	include	TRUE
P85.2A_taxon	P85.2A	taxon	Insecta	include	TRUE
P85.2B_taxon	P85.2B	taxon	Insecta	include	TRUE
P330.1A_taxon	P330.1A	taxon	Insecta	include	TRUE
P330.1B_taxon	P330.1B	taxon	Insecta	include	TRUE
P86.1A_taxon	P86.1A	taxon	Insecta	include	TRUE
P86.1B_taxon	P86.1B	taxon	Insecta	include	TRUE
P86.2A_taxon	P86.2A	taxon	Insecta	include	TRUE
P86.2B_taxon	P86.2B	taxon	Insecta	include	TRUE
P304.1A_taxon	P304.1A	taxon	Insecta	include	TRUE
P304.1B_taxon	P304.1B	taxon	Insecta	include	TRUE
P87.1A_taxon	P87.1A	taxon	Insecta	include	TRUE
P87.1B_taxon	P87.1B	taxon	Insecta	include	TRUE
P304.2A_taxon	P304.2A	taxon	Insecta	include	TRUE
P304.2B_taxon	P304.2B	taxon	Insecta	include	TRUE
P87.2A_taxon	P87.2A	taxon	Insecta	include	TRUE
P87.2B_taxon	P87.2B	taxon	Insecta	include	TRUE
P307.1A_taxon	P307.1A	taxon	Insecta	include	TRUE
P307.1B_taxon	P307.1B	taxon	Insecta	include	TRUE
P88.1A_taxon	P88.1A	taxon	Insecta	include	TRUE
P88.1B_taxon	P88.1B	taxon	Insecta	include	TRUE
P307.2A_taxon	P307.2A	taxon	Insecta	include	TRUE
P307.2B_taxon	P307.2B	taxon	Insecta	include	TRUE
P88.2A_taxon	P88.2A	taxon	Insecta	include	TRUE
P88.2B_taxon	P88.2B	taxon	Insecta	include	TRUE
P226.1A_taxon	P226.1A	taxon	Insecta	include	TRUE
P226.1B_taxon	P226.1B	taxon	Insecta	include	TRUE
P89.1A_taxon	P89.1A	taxon	Insecta	include	TRUE
P89.1B_taxon	P89.1B	taxon	Insecta	include	TRUE
P226.2A_taxon	P226.2A	taxon	Insecta	include	TRUE
P226.2B_taxon	P226.2B	taxon	Insecta	include	TRUE
P89.2A_taxon	P89.2A	taxon	Insecta	include	TRUE
P89.2B_taxon	P89.2B	taxon	Insecta	include	TRUE
P90.1A_taxon	P90.1A	taxon	Insecta	include	TRUE
P90.1B_taxon	P90.1B	taxon	Insecta	include	TRUE
P90.2A_taxon	P90.2A	taxon	Insecta	include	TRUE
P90.2B_taxon	P90.2B	taxon	Insecta	include	TRUE
P91.1A_taxon	P91.1A	taxon	Insecta	include	TRUE
P91.1B_taxon	P91.1B	taxon	Insecta	include	TRUE
P91.2A_taxon	P91.2A	taxon	Insecta	include	TRUE
P91.2B_taxon	P91.2B	taxon	Insecta	include	TRUE
P348.1A_taxon	P348.1A	taxon	Insecta	include	TRUE
P348.1B_taxon	P348.1B	taxon	Insecta	include	TRUE
P93.1A_taxon	P93.1A	taxon	Insecta	include	TRUE
P93.1B_taxon	P93.1B	taxon	Insecta	include	TRUE
P93.2A_taxon	P93.2A	taxon	Insecta	include	TRUE
P93.2B_taxon	P93.2B	taxon	Insecta	include	TRUE
P95.1A_taxon	P95.1A	taxon	Insecta	include	TRUE
P95.1B_taxon	P95.1B	taxon	Insecta	include	TRUE
P371.1A_taxon	P371.1A	taxon	Insecta	include	TRUE
P371.1B_taxon	P371.1B	taxon	Insecta	include	TRUE
P95.2A_taxon	P95.2A	taxon	Insecta	include	TRUE
P95.2B_taxon	P95.2B	taxon	Insecta	include	TRUE
P96.1A_taxon	P96.1A	taxon	Insecta	include	TRUE
P96.1B_taxon	P96.1B	taxon	Insecta	include	TRUE
P96.2A_taxon	P96.2A	taxon	Insecta	include	TRUE
P96.2B_taxon	P96.2B	taxon	Insecta	include	TRUE
P262.1A_taxon	P262.1A	taxon	Insecta	include	TRUE
P262.1B_taxon	P262.1B	taxon	Insecta	include	TRUE
P98.1A_taxon	P98.1A	taxon	Insecta	include	TRUE
P98.1B_taxon	P98.1B	taxon	Insecta	include	TRUE
P262.2A_taxon	P262.2A	taxon	Insecta	include	TRUE
P262.2B_taxon	P262.2B	taxon	Insecta	include	TRUE
P98.2A_taxon	P98.2A	taxon	Insecta	include	TRUE
P98.2B_taxon	P98.2B	taxon	Insecta	include	TRUE
P99.1A_taxon	P99.1A	taxon	Insecta	include	TRUE
P99.1B_taxon	P99.1B	taxon	Insecta	include	TRUE
P99.2A_taxon	P99.2A	taxon	Insecta	include	TRUE
P99.2B_taxon	P99.2B	taxon	Insecta	include	TRUE
P100.1A_taxon	P100.1A	taxon	Insecta	include	TRUE
P100.1B_taxon	P100.1B	taxon	Insecta	include	TRUE
P100.2A_taxon	P100.2A	taxon	Insecta	include	TRUE
P100.2B_taxon	P100.2B	taxon	Insecta	include	TRUE
P101.1A_taxon	P101.1A	taxon	Insecta	include	TRUE
P101.1B_taxon	P101.1B	taxon	Insecta	include	TRUE
P101.2A_taxon	P101.2A	taxon	Insecta	include	TRUE
P101.2B_taxon	P101.2B	taxon	Insecta	include	TRUE
P102.1A_taxon	P102.1A	taxon	Insecta	include	TRUE
P102.1B_taxon	P102.1B	taxon	Insecta	include	TRUE
P258.1A_taxon	P258.1A	taxon	Insecta	include	TRUE
P258.1B_taxon	P258.1B	taxon	Insecta	include	TRUE
P102.2A_taxon	P102.2A	taxon	Insecta	include	TRUE
P102.2B_taxon	P102.2B	taxon	Insecta	include	TRUE
P258.2A_taxon	P258.2A	taxon	Insecta	include	TRUE
P258.2B_taxon	P258.2B	taxon	Insecta	include	TRUE
P103.1A_taxon	P103.1A	taxon	Insecta	include	TRUE
P103.1B_taxon	P103.1B	taxon	Insecta	include	TRUE
P249.1A_taxon	P249.1A	taxon	Insecta	include	TRUE
P249.1B_taxon	P249.1B	taxon	Insecta	include	TRUE
P103.2A_taxon	P103.2A	taxon	Insecta	include	TRUE
P103.2B_taxon	P103.2B	taxon	Insecta	include	TRUE
P249.2A_taxon	P249.2A	taxon	Insecta	include	TRUE
P249.2B_taxon	P249.2B	taxon	Insecta	include	TRUE
P104.1A_taxon	P104.1A	taxon	Insecta	include	TRUE
P104.1B_taxon	P104.1B	taxon	Insecta	include	TRUE
P251.1A_taxon	P251.1A	taxon	Insecta	include	TRUE
P251.1B_taxon	P251.1B	taxon	Insecta	include	TRUE
P104.2A_taxon	P104.2A	taxon	Insecta	include	TRUE
P104.2B_taxon	P104.2B	taxon	Insecta	include	TRUE
P251.2A_taxon	P251.2A	taxon	Insecta	include	TRUE
P251.2B_taxon	P251.2B	taxon	Insecta	include	TRUE
P105.1A_taxon	P105.1A	taxon	Insecta	include	TRUE
P105.1B_taxon	P105.1B	taxon	Insecta	include	TRUE
P248.1A_taxon	P248.1A	taxon	Insecta	include	TRUE
P248.1B_taxon	P248.1B	taxon	Insecta	include	TRUE
P105.2A_taxon	P105.2A	taxon	Insecta	include	TRUE
P105.2B_taxon	P105.2B	taxon	Insecta	include	TRUE
P248.2A_taxon	P248.2A	taxon	Insecta	include	TRUE
P248.2B_taxon	P248.2B	taxon	Insecta	include	TRUE
P106.1A_taxon	P106.1A	taxon	Insecta	include	TRUE
P106.1B_taxon	P106.1B	taxon	Insecta	include	TRUE
P247.1A_taxon	P247.1A	taxon	Insecta	include	TRUE
P247.1B_taxon	P247.1B	taxon	Insecta	include	TRUE
P106.2A_taxon	P106.2A	taxon	Insecta	include	TRUE
P106.2B_taxon	P106.2B	taxon	Insecta	include	TRUE
P247.2A_taxon	P247.2A	taxon	Insecta	include	TRUE
P247.2B_taxon	P247.2B	taxon	Insecta	include	TRUE
P107.1A_taxon	P107.1A	taxon	Insecta	include	TRUE
P107.1B_taxon	P107.1B	taxon	Insecta	include	TRUE
P107.2A_taxon	P107.2A	taxon	Insecta	include	TRUE
P107.2B_taxon	P107.2B	taxon	Insecta	include	TRUE
P108.1A_taxon	P108.1A	taxon	Insecta	include	TRUE
P108.1B_taxon	P108.1B	taxon	Insecta	include	TRUE
P108.2A_taxon	P108.2A	taxon	Insecta	include	TRUE
P108.2B_taxon	P108.2B	taxon	Insecta	include	TRUE
P243.1A_taxon	P243.1A	taxon	Insecta	include	TRUE
P243.1B_taxon	P243.1B	taxon	Insecta	include	TRUE
P110.1A_taxon	P110.1A	taxon	Insecta	include	TRUE
P110.1B_taxon	P110.1B	taxon	Insecta	include	TRUE
P345.1A_taxon	P345.1A	taxon	Insecta	include	TRUE
P345.1B_taxon	P345.1B	taxon	Insecta	include	TRUE
P110.2A_taxon	P110.2A	taxon	Insecta	include	TRUE
P110.2B_taxon	P110.2B	taxon	Insecta	include	TRUE
P111.1A_taxon	P111.1A	taxon	Insecta	include	TRUE
P111.1B_taxon	P111.1B	taxon	Insecta	include	TRUE
P111.2A_taxon	P111.2A	taxon	Insecta	include	TRUE
P111.2B_taxon	P111.2B	taxon	Insecta	include	TRUE
P112.1A_taxon	P112.1A	taxon	Insecta	include	TRUE
P112.1B_taxon	P112.1B	taxon	Insecta	include	TRUE
P252.1A_taxon	P252.1A	taxon	Insecta	include	TRUE
P252.1B_taxon	P252.1B	taxon	Insecta	include	TRUE
P112.2A_taxon	P112.2A	taxon	Insecta	include	TRUE
P112.2B_taxon	P112.2B	taxon	Insecta	include	TRUE
P252.2A_taxon	P252.2A	taxon	Insecta	include	TRUE
P252.2B_taxon	P252.2B	taxon	Insecta	include	TRUE
P380.1A_taxon	P380.1A	taxon	Insecta	include	TRUE
P380.1B_taxon	P380.1B	taxon	Insecta	include	TRUE
P113.2A_taxon	P113.2A	taxon	Insecta	include	TRUE
P113.2B_taxon	P113.2B	taxon	Insecta	include	TRUE
P114.1A_taxon	P114.1A	taxon	Insecta	include	TRUE
P114.1B_taxon	P114.1B	taxon	Insecta	include	TRUE
P244.1A_taxon	P244.1A	taxon	Insecta	include	TRUE
P244.1B_taxon	P244.1B	taxon	Insecta	include	TRUE
P114.2A_taxon	P114.2A	taxon	Insecta	include	TRUE
P114.2B_taxon	P114.2B	taxon	Insecta	include	TRUE
P244.2A_taxon	P244.2A	taxon	Insecta	include	TRUE
P244.2B_taxon	P244.2B	taxon	Insecta	include	TRUE
P115.1A_taxon	P115.1A	taxon	Insecta	include	TRUE
P115.1B_taxon	P115.1B	taxon	Insecta	include	TRUE
P253.1A_taxon	P253.1A	taxon	Insecta	include	TRUE
P253.1B_taxon	P253.1B	taxon	Insecta	include	TRUE
P115.2A_taxon	P115.2A	taxon	Insecta	include	TRUE
P115.2B_taxon	P115.2B	taxon	Insecta	include	TRUE
P254.1A_taxon	P254.1A	taxon	Insecta	include	TRUE
P254.1B_taxon	P254.1B	taxon	Insecta	include	TRUE
P116.1A_taxon	P116.1A	taxon	Insecta	include	TRUE
P116.1B_taxon	P116.1B	taxon	Insecta	include	TRUE
P116.2A_taxon	P116.2A	taxon	Insecta	include	TRUE
P116.2B_taxon	P116.2B	taxon	Insecta	include	TRUE
P234.2A_taxon	P234.2A	taxon	Insecta	include	TRUE
P234.2B_taxon	P234.2B	taxon	Insecta	include	TRUE
P117.1A_taxon	P117.1A	taxon	Insecta	include	TRUE
P117.1B_taxon	P117.1B	taxon	Insecta	include	TRUE
P225.1A_taxon	P225.1A	taxon	Insecta	include	TRUE
P225.1B_taxon	P225.1B	taxon	Insecta	include	TRUE
P117.2A_taxon	P117.2A	taxon	Insecta	include	TRUE
P117.2B_taxon	P117.2B	taxon	Insecta	include	TRUE
P225.2A_taxon	P225.2A	taxon	Insecta	include	TRUE
P225.2B_taxon	P225.2B	taxon	Insecta	include	TRUE
P118.1A_taxon	P118.1A	taxon	Insecta	include	TRUE
P118.1B_taxon	P118.1B	taxon	Insecta	include	TRUE
P118.2A_taxon	P118.2A	taxon	Insecta	include	TRUE
P118.2B_taxon	P118.2B	taxon	Insecta	include	TRUE
P242.1A_taxon	P242.1A	taxon	Insecta	include	TRUE
P242.1B_taxon	P242.1B	taxon	Insecta	include	TRUE
P119.1A_taxon	P119.1A	taxon	Insecta	include	TRUE
P119.1B_taxon	P119.1B	taxon	Insecta	include	TRUE
P240.1A_taxon	P240.1A	taxon	Insecta	include	TRUE
P240.1B_taxon	P240.1B	taxon	Insecta	include	TRUE
P119.2A_taxon	P119.2A	taxon	Insecta	include	TRUE
P119.2B_taxon	P119.2B	taxon	Insecta	include	TRUE
P240.2A_taxon	P240.2A	taxon	Insecta	include	TRUE
P240.2B_taxon	P240.2B	taxon	Insecta	include	TRUE
P120.1A_taxon	P120.1A	taxon	Insecta	include	TRUE
P120.1B_taxon	P120.1B	taxon	Insecta	include	TRUE
P120.2A_taxon	P120.2A	taxon	Insecta	include	TRUE
P120.2B_taxon	P120.2B	taxon	Insecta	include	TRUE
P121.1A_taxon	P121.1A	taxon	Insecta	include	TRUE
P121.1B_taxon	P121.1B	taxon	Insecta	include	TRUE
P121.2A_taxon	P121.2A	taxon	Insecta	include	TRUE
P121.2B_taxon	P121.2B	taxon	Insecta	include	TRUE
P122.1A_taxon	P122.1A	taxon	Insecta	include	TRUE
P122.1B_taxon	P122.1B	taxon	Insecta	include	TRUE
P201.1A_taxon	P201.1A	taxon	Insecta	include	TRUE
P201.1B_taxon	P201.1B	taxon	Insecta	include	TRUE
P122.2A_taxon	P122.2A	taxon	Insecta	include	TRUE
P122.2B_taxon	P122.2B	taxon	Insecta	include	TRUE
P123.1A_taxon	P123.1A	taxon	Insecta	include	TRUE
P123.1B_taxon	P123.1B	taxon	Insecta	include	TRUE
P232.1A_taxon	P232.1A	taxon	Insecta	include	TRUE
P232.1B_taxon	P232.1B	taxon	Insecta	include	TRUE
P123.2B_taxon	P123.2B	taxon	Insecta	include	TRUE
P124.1A_taxon	P124.1A	taxon	Insecta	include	TRUE
P124.1B_taxon	P124.1B	taxon	Insecta	include	TRUE
P205.1A_taxon	P205.1A	taxon	Insecta	include	TRUE
P205.1B_taxon	P205.1B	taxon	Insecta	include	TRUE
P124.2A_taxon	P124.2A	taxon	Insecta	include	TRUE
P124.2B_taxon	P124.2B	taxon	Insecta	include	TRUE
P126.1A_taxon	P126.1A	taxon	Insecta	include	TRUE
P126.1B_taxon	P126.1B	taxon	Insecta	include	TRUE
P127.1A_taxon	P127.1A	taxon	Insecta	include	TRUE
P127.1B_taxon	P127.1B	taxon	Insecta	include	TRUE
P278.1A_taxon	P278.1A	taxon	Insecta	include	TRUE
P278.1B_taxon	P278.1B	taxon	Insecta	include	TRUE
P127.2A_taxon	P127.2A	taxon	Insecta	include	TRUE
P127.2B_taxon	P127.2B	taxon	Insecta	include	TRUE
P278.2A_taxon	P278.2A	taxon	Insecta	include	TRUE
P278.2B_taxon	P278.2B	taxon	Insecta	include	TRUE
P128.1A_taxon	P128.1A	taxon	Insecta	include	TRUE
P128.1B_taxon	P128.1B	taxon	Insecta	include	TRUE
P128.2A_taxon	P128.2A	taxon	Insecta	include	TRUE
P128.2B_taxon	P128.2B	taxon	Insecta	include	TRUE
P129.1A_taxon	P129.1A	taxon	Insecta	include	TRUE
P129.1B_taxon	P129.1B	taxon	Insecta	include	TRUE
P198.1A_taxon	P198.1A	taxon	Insecta	include	TRUE
P198.1B_taxon	P198.1B	taxon	Insecta	include	TRUE
P129.2A_taxon	P129.2A	taxon	Insecta	include	TRUE
P129.2B_taxon	P129.2B	taxon	Insecta	include	TRUE
P130.1A_taxon	P130.1A	taxon	Insecta	include	TRUE
P130.1B_taxon	P130.1B	taxon	Insecta	include	TRUE
P205.2A_taxon	P205.2A	taxon	Insecta	include	TRUE
P205.2B_taxon	P205.2B	taxon	Insecta	include	TRUE
P130.2A_taxon	P130.2A	taxon	Insecta	include	TRUE
P130.2B_taxon	P130.2B	taxon	Insecta	include	TRUE
P132.1A_taxon	P132.1A	taxon	Insecta	include	TRUE
P132.1B_taxon	P132.1B	taxon	Insecta	include	TRUE
P132.2A_taxon	P132.2A	taxon	Insecta	include	TRUE
P132.2B_taxon	P132.2B	taxon	Insecta	include	TRUE
P196.2A_taxon	P196.2A	taxon	Insecta	include	TRUE
P196.2B_taxon	P196.2B	taxon	Insecta	include	TRUE
P133.1A_taxon	P133.1A	taxon	Insecta	include	TRUE
P133.1B_taxon	P133.1B	taxon	Insecta	include	TRUE
P133.2A_taxon	P133.2A	taxon	Insecta	include	TRUE
P133.2B_taxon	P133.2B	taxon	Insecta	include	TRUE
P134.1A_taxon	P134.1A	taxon	Insecta	include	TRUE
P134.1B_taxon	P134.1B	taxon	Insecta	include	TRUE
P202.1A_taxon	P202.1A	taxon	Insecta	include	TRUE
P202.1B_taxon	P202.1B	taxon	Insecta	include	TRUE
P134.2A_taxon	P134.2A	taxon	Insecta	include	TRUE
P134.2B_taxon	P134.2B	taxon	Insecta	include	TRUE
P135.1A_taxon	P135.1A	taxon	Insecta	include	TRUE
P135.1B_taxon	P135.1B	taxon	Insecta	include	TRUE
P135.2A_taxon	P135.2A	taxon	Insecta	include	TRUE
P135.2B_taxon	P135.2B	taxon	Insecta	include	TRUE
P136.1A_taxon	P136.1A	taxon	Insecta	include	TRUE
P136.1B_taxon	P136.1B	taxon	Insecta	include	TRUE
P206.1A_taxon	P206.1A	taxon	Insecta	include	TRUE
P206.1B_taxon	P206.1B	taxon	Insecta	include	TRUE
P136.2A_taxon	P136.2A	taxon	Insecta	include	TRUE
P136.2B_taxon	P136.2B	taxon	Insecta	include	TRUE
P206.2A_taxon	P206.2A	taxon	Insecta	include	TRUE
P206.2B_taxon	P206.2B	taxon	Insecta	include	TRUE
P137.1A_taxon	P137.1A	taxon	Insecta	include	TRUE
P137.1B_taxon	P137.1B	taxon	Insecta	include	TRUE
P137.2A_taxon	P137.2A	taxon	Insecta	include	TRUE
P137.2B_taxon	P137.2B	taxon	Insecta	include	TRUE
P138.1A_taxon	P138.1A	taxon	Insecta	include	TRUE
P138.1B_taxon	P138.1B	taxon	Insecta	include	TRUE
P138.2A_taxon	P138.2A	taxon	Insecta	include	TRUE
P138.2B_taxon	P138.2B	taxon	Insecta	include	TRUE
P139.1A_taxon	P139.1A	taxon	Insecta	include	TRUE
P139.1B_taxon	P139.1B	taxon	Insecta	include	TRUE
P139.2A_taxon	P139.2A	taxon	Insecta	include	TRUE
P139.2B_taxon	P139.2B	taxon	Insecta	include	TRUE
P141.1A_taxon	P141.1A	taxon	Insecta	include	TRUE
P141.1B_taxon	P141.1B	taxon	Insecta	include	TRUE
P142.1A_taxon	P142.1A	taxon	Insecta	include	TRUE
P142.1B_taxon	P142.1B	taxon	Insecta	include	TRUE
P227.1A_taxon	P227.1A	taxon	Insecta	include	TRUE
P227.1B_taxon	P227.1B	taxon	Insecta	include	TRUE
P142.2A_taxon	P142.2A	taxon	Insecta	include	TRUE
P142.2B_taxon	P142.2B	taxon	Insecta	include	TRUE
P227.2A_taxon	P227.2A	taxon	Insecta	include	TRUE
P227.2B_taxon	P227.2B	taxon	Insecta	include	TRUE
P143.1A_taxon	P143.1A	taxon	Insecta	include	TRUE
P143.1B_taxon	P143.1B	taxon	Insecta	include	TRUE
P143.2A_taxon	P143.2A	taxon	Insecta	include	TRUE
P143.2B_taxon	P143.2B	taxon	Insecta	include	TRUE
P144.1A_taxon	P144.1A	taxon	Insecta	include	TRUE
P144.1B_taxon	P144.1B	taxon	Insecta	include	TRUE
P144.2A_taxon	P144.2A	taxon	Insecta	include	TRUE
P144.2B_taxon	P144.2B	taxon	Insecta	include	TRUE
P145.1A_taxon	P145.1A	taxon	Insecta	include	TRUE
P145.1B_taxon	P145.1B	taxon	Insecta	include	TRUE
P222.1A_taxon	P222.1A	taxon	Insecta	include	TRUE
P222.1B_taxon	P222.1B	taxon	Insecta	include	TRUE
P145.2A_taxon	P145.2A	taxon	Insecta	include	TRUE
P145.2B_taxon	P145.2B	taxon	Insecta	include	TRUE
P222.2A_taxon	P222.2A	taxon	Insecta	include	TRUE
P222.2B_taxon	P222.2B	taxon	Insecta	include	TRUE
P146.1A_taxon	P146.1A	taxon	Insecta	include	TRUE
P146.1B_taxon	P146.1B	taxon	Insecta	include	TRUE
P221.1A_taxon	P221.1A	taxon	Insecta	include	TRUE
P221.1B_taxon	P221.1B	taxon	Insecta	include	TRUE
P146.2A_taxon	P146.2A	taxon	Insecta	include	TRUE
P146.2B_taxon	P146.2B	taxon	Insecta	include	TRUE
P221.2A_taxon	P221.2A	taxon	Insecta	include	TRUE
P221.2B_taxon	P221.2B	taxon	Insecta	include	TRUE
P147.1A_taxon	P147.1A	taxon	Insecta	include	TRUE
P147.1B_taxon	P147.1B	taxon	Insecta	include	TRUE
P147.2A_taxon	P147.2A	taxon	Insecta	include	TRUE
P147.2B_taxon	P147.2B	taxon	Insecta	include	TRUE
P148.1A_taxon	P148.1A	taxon	Insecta	include	TRUE
P148.1B_taxon	P148.1B	taxon	Insecta	include	TRUE
P218.1A_taxon	P218.1A	taxon	Insecta	include	TRUE
P218.1B_taxon	P218.1B	taxon	Insecta	include	TRUE
P148.2A_taxon	P148.2A	taxon	Insecta	include	TRUE
P148.2B_taxon	P148.2B	taxon	Insecta	include	TRUE
P218.2A_taxon	P218.2A	taxon	Insecta	include	TRUE
P218.2B_taxon	P218.2B	taxon	Insecta	include	TRUE
P149.1A_taxon	P149.1A	taxon	Insecta	include	TRUE
P149.1B_taxon	P149.1B	taxon	Insecta	include	TRUE
P220.1A_taxon	P220.1A	taxon	Insecta	include	TRUE
P220.1B_taxon	P220.1B	taxon	Insecta	include	TRUE
P149.2A_taxon	P149.2A	taxon	Insecta	include	TRUE
P149.2B_taxon	P149.2B	taxon	Insecta	include	TRUE
P220.2A_taxon	P220.2A	taxon	Insecta	include	TRUE
P220.2B_taxon	P220.2B	taxon	Insecta	include	TRUE
P150.1A_taxon	P150.1A	taxon	Insecta	include	TRUE
P150.1B_taxon	P150.1B	taxon	Insecta	include	TRUE
P341.1A_taxon	P341.1A	taxon	Insecta	include	TRUE
P341.1B_taxon	P341.1B	taxon	Insecta	include	TRUE
P150.2A_taxon	P150.2A	taxon	Insecta	include	TRUE
P150.2B_taxon	P150.2B	taxon	Insecta	include	TRUE
P341.2A_taxon	P341.2A	taxon	Insecta	include	TRUE
P341.2B_taxon	P341.2B	taxon	Insecta	include	TRUE
P153.1A_taxon	P153.1A	taxon	Insecta	include	TRUE
P153.1B_taxon	P153.1B	taxon	Insecta	include	TRUE
P153.2A_taxon	P153.2A	taxon	Insecta	include	TRUE
P153.2B_taxon	P153.2B	taxon	Insecta	include	TRUE
P238.1A_taxon	P238.1A	taxon	Insecta	include	TRUE
P238.1B_taxon	P238.1B	taxon	Insecta	include	TRUE
P154.1A_taxon	P154.1A	taxon	Insecta	include	TRUE
P154.1B_taxon	P154.1B	taxon	Insecta	include	TRUE
P321.1A_taxon	P321.1A	taxon	Insecta	include	TRUE
P321.1B_taxon	P321.1B	taxon	Insecta	include	TRUE
P154.2B_taxon	P154.2B	taxon	Insecta	include	TRUE
P155.1A_taxon	P155.1A	taxon	Insecta	include	TRUE
P155.1B_taxon	P155.1B	taxon	Insecta	include	TRUE
P276.1A_taxon	P276.1A	taxon	Insecta	include	TRUE
P276.1B_taxon	P276.1B	taxon	Insecta	include	TRUE
P155.2A_taxon	P155.2A	taxon	Insecta	include	TRUE
P155.2B_taxon	P155.2B	taxon	Insecta	include	TRUE
P276.2A_taxon	P276.2A	taxon	Insecta	include	TRUE
P276.2B_taxon	P276.2B	taxon	Insecta	include	TRUE
P156.1A_taxon	P156.1A	taxon	Insecta	include	TRUE
P156.1B_taxon	P156.1B	taxon	Insecta	include	TRUE
P284.2A_taxon	P284.2A	taxon	Insecta	include	TRUE
P284.2B_taxon	P284.2B	taxon	Insecta	include	TRUE
P156.2A_taxon	P156.2A	taxon	Insecta	include	TRUE
P156.2B_taxon	P156.2B	taxon	Insecta	include	TRUE
P347.2A_taxon	P347.2A	taxon	Insecta	include	TRUE
P347.2B_taxon	P347.2B	taxon	Insecta	include	TRUE
P158.1A_taxon	P158.1A	taxon	Insecta	include	TRUE
P158.1B_taxon	P158.1B	taxon	Insecta	include	TRUE
P329.1A_taxon	P329.1A	taxon	Insecta	include	TRUE
P329.1B_taxon	P329.1B	taxon	Insecta	include	TRUE
P158.2A_taxon	P158.2A	taxon	Insecta	include	TRUE
P158.2B_taxon	P158.2B	taxon	Insecta	include	TRUE
P329.2A_taxon	P329.2A	taxon	Insecta	include	TRUE
P329.2B_taxon	P329.2B	taxon	Insecta	include	TRUE
P159.1A_taxon	P159.1A	taxon	Insecta	include	TRUE
P159.1B_taxon	P159.1B	taxon	Insecta	include	TRUE
P217.1A_taxon	P217.1A	taxon	Insecta	include	TRUE
P217.1B_taxon	P217.1B	taxon	Insecta	include	TRUE
P159.2A_taxon	P159.2A	taxon	Insecta	include	TRUE
P159.2B_taxon	P159.2B	taxon	Insecta	include	TRUE
P217.2A_taxon	P217.2A	taxon	Insecta	include	TRUE
P217.2B_taxon	P217.2B	taxon	Insecta	include	TRUE
P160.1A_taxon	P160.1A	taxon	Insecta	include	TRUE
P160.1B_taxon	P160.1B	taxon	Insecta	include	TRUE
P263.2A_taxon	P263.2A	taxon	Insecta	include	TRUE
P263.2B_taxon	P263.2B	taxon	Insecta	include	TRUE
P160.2A_taxon	P160.2A	taxon	Insecta	include	TRUE
P160.2B_taxon	P160.2B	taxon	Insecta	include	TRUE
P161.1A_taxon	P161.1A	taxon	Insecta	include	TRUE
P161.1B_taxon	P161.1B	taxon	Insecta	include	TRUE
