"mediaID"	"mediaType"	"accessURI"	"format"	"license"	"owner"	"description"	"media_pk"
"P102.2BS_00L72S_60S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_60S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_60S"
"P102.2BS_00L72S_61S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_61S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_61S"
"P102.2BS_00L72S_62S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_62S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_62S"
"P102.2BS_00L72S_63S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_63S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_63S"
"P102.2BS_00L72S_64S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_64S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_64S"
"P102.2BS_00L72S_65S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_65S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_65S"
"P102.2BS_00L72S_66S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_66S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_66S"
"P102.2BS_00L72S_67S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_67S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_67S"
"P102.2BS_00L72S_68S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_68S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_68S"
"P102.2BS_00L72S_69S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_69S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_69S"
"P102.2BS_00L72S_70S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_70S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_70S"
"P102.2BS_00L72S_71S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_71S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_71S"
"P102.2BS_00L72S_72S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P102.2BS_agriculture_2018_00L72S_72S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P102.2BS_00L72S_72S"
"P103.2AL_01L12S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AL_wet_2018_01L12S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AL_01L12S_01L"
"P103.2AS_01L12S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_01S"
"P103.2AS_01L12S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_02S"
"P103.2AS_01L12S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_03S"
"P103.2AS_01L12S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_04S"
"P103.2AS_01L12S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_05S"
"P103.2AS_01L12S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_06S"
"P103.2AS_01L12S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_07S"
"P103.2AS_01L12S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_08S"
"P103.2AS_01L12S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_09S"
"P103.2AS_01L12S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_10S"
"P103.2AS_01L12S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_11S"
"P103.2AS_01L12S_12S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2AS_wet_2018_01L12S_12S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2AS_01L12S_12S"
"P103.2BL_01L19S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BL_wet_2018_01L19S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BL_01L19S_01L"
"P103.2BS_01L19S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_01S"
"P103.2BS_01L19S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_02S"
"P103.2BS_01L19S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_03S"
"P103.2BS_01L19S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_04S"
"P103.2BS_01L19S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_05S"
"P103.2BS_01L19S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_06S"
"P103.2BS_01L19S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_07S"
"P103.2BS_01L19S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_08S"
"P103.2BS_01L19S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_09S"
"P103.2BS_01L19S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_10S"
"P103.2BS_01L19S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_11S"
"P103.2BS_01L19S_12S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_12S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_12S"
"P103.2BS_01L19S_13S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_13S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_13S"
"P103.2BS_01L19S_14S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_14S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_14S"
"P103.2BS_01L19S_15S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_15S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_15S"
"P103.2BS_01L19S_16S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_16S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_16S"
"P103.2BS_01L19S_17S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_17S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_17S"
"P103.2BS_01L19S_18S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_18S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_18S"
"P103.2BS_01L19S_19S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P103.2BS_wet_2018_01L19S_19S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P103.2BS_01L19S_19S"
"P105.2AL_01L11S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AL_wet_2018_01L11S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AL_01L11S_01L"
"P105.2AS_01L11S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_01S"
"P105.2AS_01L11S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_02S"
"P105.2AS_01L11S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_03S"
"P105.2AS_01L11S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_04S"
"P105.2AS_01L11S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_05S"
"P105.2AS_01L11S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_06S"
"P105.2AS_01L11S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_07S"
"P105.2AS_01L11S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_08S"
"P105.2AS_01L11S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_09S"
"P105.2AS_01L11S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_10S"
"P105.2AS_01L11S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2AS_wet_2018_01L11S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2AS_01L11S_11S"
"P105.2BL_01L43S_01L"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BL_wet_2018_01L43S_01L.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BL_01L43S_01L"
"P105.2BS_01L43S_01S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_01S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_01S"
"P105.2BS_01L43S_02S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_02S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_02S"
"P105.2BS_01L43S_03S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_03S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_03S"
"P105.2BS_01L43S_04S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_04S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_04S"
"P105.2BS_01L43S_05S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_05S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_05S"
"P105.2BS_01L43S_06S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_06S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_06S"
"P105.2BS_01L43S_07S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_07S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_07S"
"P105.2BS_01L43S_08S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_08S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_08S"
"P105.2BS_01L43S_09S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_09S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_09S"
"P105.2BS_01L43S_10S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_10S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_10S"
"P105.2BS_01L43S_11S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_11S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_11S"
"P105.2BS_01L43S_12S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_12S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_12S"
"P105.2BS_01L43S_13S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_13S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_13S"
"P105.2BS_01L43S_14S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_14S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_14S"
"P105.2BS_01L43S_15S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_15S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_15S"
"P105.2BS_01L43S_16S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_16S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_16S"
"P105.2BS_01L43S_17S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_17S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_17S"
"P105.2BS_01L43S_18S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_18S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_18S"
"P105.2BS_01L43S_19S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_19S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_19S"
"P105.2BS_01L43S_20S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_20S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_20S"
"P105.2BS_01L43S_21S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_21S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_21S"
"P105.2BS_01L43S_22S"	"StillImage"	"https://media.danbif.dk/media/insektmobil/P105.2BS_wet_2018_01L43S_22S.jpg"	"image/jpg"	"https://creativecommons.org/licenses/by-nc/4.0/legalcode"	"Natural History Muesum of Denmark"	"Images of bulk insect samples. Note that multiple images may be associated with one Material"	"P105.2BS_01L43S_22S"
