provenance_id	dataset_id	funding_attribution	funding_attribution_id	source	source_iri	creator_literal	creator_id	provider_literal	provider_id	metadata_creator_literal	metadata_creator_id	metadata_provider_literal	metadata_provider_id	further_information_url	feedback_url	references	bibliographic_citation	project_id	project_title
2ee571be-2ec7-405e-a619-5924da44d193				https://www.inaturalist.org/photos/33820500		Andrea Kreuzhage	828394											18530	California Pollination Project
9b3e9709-ff44-4ba4-a834-0469f7096b6d				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
242cfb21-6d45-44f7-aebc-3bce7581c2f0				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
d1036b1b-afed-4904-a6b8-e6233307b565				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
a653a1b1-e623-4602-b697-a88c868eca83				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
a74e5f18-e526-4600-a9a3-92cc4daf6a0e				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
385f4fc5-018b-46c8-a588-b4d7786ffa7b				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
8c690e7e-aded-44e3-8996-f512e7f4204e				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
939a2db0-c269-40c2-87e9-367c335a27ba				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
557d298c-b018-4da7-a42a-1f0f07239728				https://www.inaturalist.org/photos/33820500		Sabina Lucke Lawrence	1167463											18530	California Pollination Project
7614a714-151f-45c4-a6f0-e32e821ba18d				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
14b6f71c-5e66-4159-909f-b7614cc5b9d0				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
01bec474-bb76-4581-ae50-abdbb1fa9ac5				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
8457b9f1-e6e2-4789-8b04-6086dee93d42				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
a9df7f9d-a34e-474f-ac1a-ed3ac41d050e				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
e56e4c42-df40-4a94-bf16-8acb4e396459				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
8bb1474a-816f-411f-b94a-b1faa4fc4929				https://www.inaturalist.org/photos/33820500		Stephanie Calloway	195291											18530	California Pollination Project
991cb30c-06ec-4a3c-adf4-55196fd77045				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
d7ff8bb8-4cc3-4a9a-aeb7-b8432f6a0938				https://www.inaturalist.org/photos/33820500			497764											18530	California Pollination Project
bb7c50cc-6180-4735-81a1-eb8780c89c8f				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
4951e138-a7e0-4e23-b9e8-187c77a49d20				https://www.inaturalist.org/photos/33820500			422849											18530	California Pollination Project
b1bf15b5-0f7d-4e5e-9387-39b6834cc230				https://www.inaturalist.org/photos/33820500		Stephanie Calloway	195291											18530	California Pollination Project
2aca2497-49bd-4e4c-b197-1ebc515a036b				https://www.inaturalist.org/photos/33820500			497764											18530	California Pollination Project
407070b1-c1eb-4f94-8cd4-77d1e65c5ef3				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
f6eb8507-3b39-48f8-9d0d-5157c8d2b13e				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
390d38c4-b772-4c04-b646-a7e086b10523				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
b5216dd6-5f5a-4832-a33b-2b1fb7613368				https://www.inaturalist.org/photos/33820500			1113207											18530	California Pollination Project
03b001bf-b822-4dda-929c-76064beed5eb				https://www.inaturalist.org/photos/33820500		Sara Cristina Medina	421748											18530	California Pollination Project
13548ac0-54ab-4331-8751-d0d18fd3719b				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
cd70a1a8-b127-405f-9425-1eb84734e293				https://www.inaturalist.org/photos/33820500			497764											18530	California Pollination Project
c66427c9-0687-4bb7-bd8d-e7fbbacb7c82				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
ed38b3e2-f9a3-49de-84c3-d06711fe8622				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
70d32fdc-03ba-4b4f-9911-e48ff7c01e43				https://www.inaturalist.org/photos/33820500			497764											18530	California Pollination Project
200b2d28-84fa-4ddb-9091-2815c55129da				https://www.inaturalist.org/photos/33820500		Andrea Kreuzhage	828394											18530	California Pollination Project
60f4ad65-dc8c-44ca-9b2f-c4467a7442bd				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
be018bd5-bfbc-4f27-81dc-289efb483853				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
31ab5ab1-3785-44cf-8251-39ecb48e4847				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
8a3e6447-1898-46e0-b039-1df213d0716b				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
09f20218-0187-4211-84cd-cb41dfc19cd4				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
fd58b65e-0b8a-4e0d-8cda-0542498fad23				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
002ed36c-ac35-41dc-a83f-c3b9bdbe7787				https://www.inaturalist.org/photos/33820500		Rosalind Helfand	121050											18530	California Pollination Project
ca850dab-2198-4cef-a50b-22baa6760a18				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
0e92f1fa-4488-4acc-a5f6-e0b0815cbb88				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
123f8e42-9c2f-4e23-a95a-b615077fb4eb				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
36480187-3388-4a4e-9ea9-a4b90bd86fa8				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
9e61fab4-8a13-41f7-af2c-fe7f0b2b036e				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
64e714bc-534d-458e-8392-838684387790				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
9026bf07-5737-4a14-bb30-7ccc9c1fd161				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
7a99d8bd-551d-48bf-bc65-8a8e6b5ffbf5				https://www.inaturalist.org/photos/33820500		Casey H. Richart	34488											18530	California Pollination Project
d3aa6521-9678-4e5d-8a85-8b7d02e0d0bd				https://www.inaturalist.org/photos/33820500		LSchare (she/her)	81779											18530	California Pollination Project
