provenance_id	media_id
a480a72f-8102-4a72-9171-cd0d610ac961	https://inaturalist-open-data.s3.amazonaws.com/photos/101245680/medium.jpg
4e991200-586d-4380-95a5-f5d2f6d126d3	https://inaturalist-open-data.s3.amazonaws.com/photos/111997240/medium.jpeg
7855ba86-3fc0-4b61-bb65-70271e703da2	https://inaturalist-open-data.s3.amazonaws.com/photos/53330016/medium.jpg
d67bfa8d-2759-42e5-8bb3-4786b7b1930b	https://inaturalist-open-data.s3.amazonaws.com/photos/145725629/medium.jpeg
6526296f-3efe-4fad-8da9-eeda2152d4c8	https://inaturalist-open-data.s3.amazonaws.com/photos/34768622/medium.jpeg
ae4c98f3-f79d-4f93-a6be-4b724de38e1b	https://inaturalist-open-data.s3.amazonaws.com/photos/155383474/medium.jpeg
4b2b54c9-5b4f-47ad-b5c9-c9ee6ac54f04	https://inaturalist-open-data.s3.amazonaws.com/photos/148360531/medium.jpeg
741a1a5a-28c5-486b-b4da-2345e3249ee7	https://inaturalist-open-data.s3.amazonaws.com/photos/128631706/medium.jpeg
3d4e991c-6f3d-48f6-b506-e98d69826a7e	https://inaturalist-open-data.s3.amazonaws.com/photos/33965564/medium.jpeg
c0620469-d441-4eba-8698-2f12e871dab5	https://inaturalist-open-data.s3.amazonaws.com/photos/38839720/medium.jpg
b7e92720-829c-4110-9ff0-03002a0acb43	https://inaturalist-open-data.s3.amazonaws.com/photos/112370670/medium.jpg
9d7644ec-1599-4d61-95b8-a81ac5131465	https://static.inaturalist.org/photos/70386220/medium.jpeg
aeef34b4-13a2-4885-825e-26e2b8eb3080	https://inaturalist-open-data.s3.amazonaws.com/photos/44028553/medium.jpeg
ad9030bc-b0be-4039-83e8-6fff0643cea9	https://inaturalist-open-data.s3.amazonaws.com/photos/38469342/medium.jpeg
f78b72e2-4562-4a97-bb6c-bd272faf6745	https://inaturalist-open-data.s3.amazonaws.com/photos/41212069/medium.jpeg
e3a8db88-ba0f-4c7a-a6c5-60f59ee32b57	https://inaturalist-open-data.s3.amazonaws.com/photos/38835755/medium.jpeg
89e6fcc9-8ac9-44e7-b492-74a33cccaca7	https://inaturalist-open-data.s3.amazonaws.com/photos/209016937/medium.jpeg
5f5f9e73-c62c-4193-9676-fbdc55d38c5d	https://inaturalist-open-data.s3.amazonaws.com/photos/35633282/medium.jpeg
ea7b40ee-4482-4cec-8e33-371169f390f4	https://inaturalist-open-data.s3.amazonaws.com/photos/53333208/medium.jpeg
0c5d060b-6c46-4783-a1c4-25dce9be1db5	https://inaturalist-open-data.s3.amazonaws.com/photos/38835669/medium.jpeg
2b58dd17-cc8d-4d1b-bff4-1d0feebbfad6	https://inaturalist-open-data.s3.amazonaws.com/photos/33822529/medium.jpeg
06324cd6-6635-4474-b6af-8edcd6651e88	https://static.inaturalist.org/photos/70412185/medium.jpg
84dd8681-23a5-4083-90b0-e00f5fe55f09	https://inaturalist-open-data.s3.amazonaws.com/photos/84433657/medium.jpg
eddf7796-8b05-41aa-b0aa-d7378b64616c	https://inaturalist-open-data.s3.amazonaws.com/photos/43975261/medium.jpeg
ed8f6d3b-1ff4-416d-bf97-189e596e9f17	https://inaturalist-open-data.s3.amazonaws.com/photos/35716531/medium.jpeg
b3ebe2ca-fc9a-4c17-83e1-7d7bcc6ca2c9	https://inaturalist-open-data.s3.amazonaws.com/photos/53329993/medium.jpg
8fb02ff1-6759-409c-94b2-fecb52880223	https://inaturalist-open-data.s3.amazonaws.com/photos/41212111/medium.jpeg
f9e004c4-4fe9-42c7-b526-af54b82535a5	https://inaturalist-open-data.s3.amazonaws.com/photos/112389878/medium.jpg
30458ca3-2fa2-49ac-97ea-219a70f4811c	https://inaturalist-open-data.s3.amazonaws.com/photos/148361055/medium.jpeg
80b653e0-0ef3-4554-9b3c-5876f7b4c118	https://inaturalist-open-data.s3.amazonaws.com/photos/33822514/medium.jpeg
1e683820-7e3c-498a-9dfc-b0e81b503eb0	https://inaturalist-open-data.s3.amazonaws.com/photos/93436283/medium.jpg
d4eea916-0e2b-4236-8040-eaf48f8983bb	https://inaturalist-open-data.s3.amazonaws.com/photos/79178314/medium.jpg
151a4233-4996-43f3-a50f-27edebac4d61	https://inaturalist-open-data.s3.amazonaws.com/photos/256836165/medium.jpeg
e20275e8-ad43-46e1-ac6b-6d3b64c938e4	https://inaturalist-open-data.s3.amazonaws.com/photos/41035933/medium.jpg
33b4da2e-9458-40c6-872b-c2f957d5063a	https://inaturalist-open-data.s3.amazonaws.com/photos/33820186/medium.jpeg
6a751a04-6c08-424b-a6e0-1b8a0ebffb05	https://inaturalist-open-data.s3.amazonaws.com/photos/129083165/medium.jpeg
375f66f0-7f09-4589-b3ec-0a4ee320c018	https://inaturalist-open-data.s3.amazonaws.com/photos/227442320/medium.jpeg
7bad9987-eab5-43b2-9ff2-d5ab0ec46a0d	https://inaturalist-open-data.s3.amazonaws.com/photos/38693851/medium.jpg
