"associatedSequences","catalogNumber","collectedBy","collectedByID","collectionCode","collectionID","collectorNumber","dataGeneralizations","dateIdentified","derivationEventID","derivationType","derivedFromMaterialEntityID","digitalSpecimenID","discipline","disposition","eventID","evidenceForOccurrenceID","externalClassificationSource","feedbackURL","geoClassificationCode","geoName","identificationReferences","identificationRemarks","identificationVerificationStatus","identifiedBy","identifiedByID","informationWithheld","institutionCode","institutionID","isPartOfMaterialEntityID","materialCategory","materialEntityID","materialEntityRemarks","materialEntityType","materialReferences","objectQuantity","objectQuantityType","otherCatalogNumbers","ownerInstitutionCode","ownerInstitutionID","preparations","scientificName","scientificNameAuthorship","scientificNameID","taxonID","taxonRank","typeDesignationType","typeStatus","typifiedName","verbatimIdentification","verbatimLabel","vernacularName"
"","ZMA.AVES.16512","","","","","","","","","","","https://doi.org/TEST/ZZH-35Z-3NZ","Zoology","","189d61a6704f1aeb954a7c8ff50f27fc","","","https://doi.org/TEST/ZZH-35Z-3NZ","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.16512","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.16080","","","","","","","","","","","https://doi.org/TEST/ZZH-0LN-61G","Zoology","","d3e8564ad0712ac370135b9a75f2ba85","","","https://doi.org/TEST/ZZH-0LN-61G","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.16080","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.44228","","","","","","","","","","","https://doi.org/TEST/ZZG-Z1E-QW0","Zoology","","f3998ff4a7ccaf99a1c853cff975ff18","","","https://doi.org/TEST/ZZG-Z1E-QW0","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.44228","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.176556","","","","","","","","","","","https://doi.org/TEST/ZZG-X8N-GVQ","Zoology","","bbeb071e825f7b19361463939989fa7c","","","https://doi.org/TEST/ZZG-X8N-GVQ","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.176556","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.207145","","","","","","","","","","","https://doi.org/TEST/ZZG-VLX-XF8","Zoology","","4112d12ee814f40f4c0804831da44261","","","https://doi.org/TEST/ZZG-VLX-XF8","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.207145","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.132593","","","","","","","","","","","https://doi.org/TEST/ZZG-TJX-Y7W","Zoology","","4595d08efb509e41ae3658cc17b8fa25","","","https://doi.org/TEST/ZZG-TJX-Y7W","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.132593","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.37049","","","","","","","","","","","https://doi.org/TEST/ZZG-NHF-PSF","Zoology","","8551c5970638113fd17f6ffd25d48ee0","","","https://doi.org/TEST/ZZG-NHF-PSF","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.37049","","","","","","","","","Wing (study skin)","","","","","","","","","","",""
"","RMNH.AVES.21898","","","","","","","","","","","https://doi.org/TEST/ZZG-FGC-SJV","Zoology","","0672857428b32dec6f0f418a62cfdba1","","","https://doi.org/TEST/ZZG-FGC-SJV","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.21898","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.203681","","","","","","","","","","","https://doi.org/TEST/ZZG-A0Z-FYD","Zoology","","d30f60835054c1bef25a608051bb239e","","","https://doi.org/TEST/ZZG-A0Z-FYD","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.203681","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.43896","","","","","","","","","","","https://doi.org/TEST/ZZG-4M7-Z01","Zoology","","4cca8753bd2e691f10af5bb661bb6a12","","","https://doi.org/TEST/ZZG-4M7-Z01","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.43896","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.121385","","","","","","","","","","","https://doi.org/TEST/ZZF-ZX0-F9E","Zoology","","afc2574af2e9acc2ab7fb4c9faa133e3","","","https://doi.org/TEST/ZZF-ZX0-F9E","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.121385","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.66037","","","","","","","","","","","https://doi.org/TEST/ZZF-QBT-F9N","Zoology","","e849cc923196e31cacf4295e986b2323","","","https://doi.org/TEST/ZZF-QBT-F9N","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.66037","","","","","","","","","skull (skeletonized)","","","","","","","","","","",""
"","RMNH.AVES.254986","","","","","","","","","","","https://doi.org/TEST/ZZF-L02-SVY","Zoology","","9c0873498fe1e5cbccdf32b681a1965e","","","https://doi.org/TEST/ZZF-L02-SVY","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.254986","","","","","","","","","skeleton (whole) (skeletonized)","","","","","","","","","","",""
"","ZMA.AVES.4767","","","","","","","","","","","https://doi.org/TEST/ZZF-GWJ-G0A","Zoology","","d38f9ada030c26a4a8fb8f397e73eb1a","","","https://doi.org/TEST/ZZF-GWJ-G0A","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.4767","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.54129","","","","","","","","","","","https://doi.org/TEST/ZZF-CP5-3FT","Zoology","","de2fe92c990b7fc9b08e42b9dd1419c3","","","https://doi.org/TEST/ZZF-CP5-3FT","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.54129","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.864","","","","","","","","","","","https://doi.org/TEST/ZZF-BND-KXF","Zoology","","f563cf9bbea954701176606d617bcaf9","","","https://doi.org/TEST/ZZF-BND-KXF","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.864","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.65339","","","","","","","","","","","https://doi.org/TEST/ZZF-BJ4-TTA","Zoology","","b69356814ea4a437ccdddac2caad1145","","","https://doi.org/TEST/ZZF-BJ4-TTA","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.65339","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.13756","","","","","","","","","","","https://doi.org/TEST/ZZF-A8P-RKR","Zoology","","b9101af83054139043a2be41e35efe5a","","","https://doi.org/TEST/ZZF-A8P-RKR","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.13756","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.155398","","","","","","","","","","","https://doi.org/TEST/ZZF-9LF-7XF","Zoology","","240f9bbb7b94615c80b4b8ce10f5d8a0","","","https://doi.org/TEST/ZZF-9LF-7XF","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.155398","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.33334","","","","","","","","","","","https://doi.org/TEST/ZZF-9J3-J1N","Zoology","","e1b0b7ce76e50ea4bf53d32694af6c8a","","","https://doi.org/TEST/ZZF-9J3-J1N","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.33334","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.174197","","","","","","","","","","","https://doi.org/TEST/ZZF-7E6-4CW","Zoology","","e5397f13c9ad2a0d95dc8353dbef8298","","","https://doi.org/TEST/ZZF-7E6-4CW","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.174197","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.127101","","","","","","","","","","","https://doi.org/TEST/ZZF-6E8-4NM","Zoology","","32460c5332061fd71815d6039f5e9ccb","","","https://doi.org/TEST/ZZF-6E8-4NM","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.127101","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.226207","","","","","","","","","","","https://doi.org/TEST/ZZE-VBS-DVD","Zoology","","6ecd4d4982e16a30f9df79edbc7e0f3c","","","https://doi.org/TEST/ZZE-VBS-DVD","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.226207","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.78301","","","","","","","","","","","https://doi.org/TEST/ZZE-T8Z-DQE","Zoology","","bc9954db72130d88ecc0b09490bc034d","","","https://doi.org/TEST/ZZE-T8Z-DQE","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.78301","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.58849","","","","","","","","","","","https://doi.org/TEST/ZZE-PSQ-P44","Zoology","","6dd517c9d76f6e8027eb96e2635f88e8","","","https://doi.org/TEST/ZZE-PSQ-P44","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.58849","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.19293","","","","","","","","","","","https://doi.org/TEST/ZZE-E6Q-HQ1","Zoology","","254aa99e8d14cd309ff341eef09de799","","","https://doi.org/TEST/ZZE-E6Q-HQ1","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.19293","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.165038","","","","","","","","","","","https://doi.org/TEST/ZZE-DDJ-C0T","Zoology","","52edf883b03bf56242ff1b4b22917b86","","","https://doi.org/TEST/ZZE-DDJ-C0T","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.165038","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.259833","","","","","","","","","","","https://doi.org/TEST/ZZE-8W1-EAY","Zoology","","c63834e07b4baa6056a915de9ab16156","","","https://doi.org/TEST/ZZE-8W1-EAY","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259833","","","","","","","","","egg","","","","","","","","","","",""
"","RMNH.AVES.123109","","","","","","","","","","","https://doi.org/TEST/ZZE-7MH-N1G","Zoology","","dfb9118a36f2555b2b4a923b2853e0ab","","","https://doi.org/TEST/ZZE-7MH-N1G","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.123109","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","ZMA.AVES.34486","","","","","","","","","","","https://doi.org/TEST/ZZE-65F-DPP","Zoology","","6dfafd841a9dcd05cef69cbb19365272","","","https://doi.org/TEST/ZZE-65F-DPP","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.34486","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.30858","","","","","","","","","","","https://doi.org/TEST/ZZE-5PV-J4J","Zoology","","ed2bc905016d618de496946ccbd46aa2","","","https://doi.org/TEST/ZZE-5PV-J4J","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.30858","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.57024","","","","","","","","","","","https://doi.org/TEST/ZZD-ZR6-V38","Zoology","","9e22435138e5d6bf701dca43432049a4","","","https://doi.org/TEST/ZZD-ZR6-V38","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.57024","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.61737","","","","","","","","","","","https://doi.org/TEST/ZZD-SK6-GD1","Zoology","","49723b5656ee550bbbdac286632d1d96","","","https://doi.org/TEST/ZZD-SK6-GD1","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.61737","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.167931","","","","","","","","","","","https://doi.org/TEST/ZZD-NLX-Q49","Zoology","","47e29df40126b7ffcf02e621d86d4be1","","","https://doi.org/TEST/ZZD-NLX-Q49","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.167931","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.61449","","","","","","","","","","","https://doi.org/TEST/ZZD-KK7-YXS","Zoology","","dce3566839487ad01aa7c88d80ab3fab","","","https://doi.org/TEST/ZZD-KK7-YXS","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.61449","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.209337","","","","","","","","","","","https://doi.org/TEST/ZZD-C1J-QH1","Zoology","","4918314cf80409dc4c0f9a0df81ef544","","","https://doi.org/TEST/ZZD-C1J-QH1","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.209337","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.25692","","","","","","","","","","","https://doi.org/TEST/ZZD-5HT-XXJ","Zoology","","5f65eb11cb40f6efe99c876cbfc6bf49","","","https://doi.org/TEST/ZZD-5HT-XXJ","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.25692","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.175711","","","","","","","","","","","https://doi.org/TEST/ZZD-56R-EYK","Zoology","","696f485d1b082645d83845ff31adf7bf","","","https://doi.org/TEST/ZZD-56R-EYK","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.175711","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.260514","","","","","","","","","","","https://doi.org/TEST/ZZD-4SX-ARX","Zoology","","432f58320d0f5a3681e22bc80e765251","","","https://doi.org/TEST/ZZD-4SX-ARX","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.260514","","","","","","","","","egg","","","","","","","","","","",""
"","ZMA.AVES.42204","","","","","","","","","","","https://doi.org/TEST/ZZC-RFT-Y1G","Zoology","","17c0a47c26c978e74e0749e40ce45037","","","https://doi.org/TEST/ZZC-RFT-Y1G","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.42204","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.37601","","","","","","","","","","","https://doi.org/TEST/ZZC-P5V-NNQ","Zoology","","446f44663aecd1f7b6477a024cb3aa97","","","https://doi.org/TEST/ZZC-P5V-NNQ","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.37601","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.137978","","","","","","","","","","","https://doi.org/TEST/ZZC-L7Q-C4C","Zoology","","3a121efefe2fe443316fc7b20a1d2612","","","https://doi.org/TEST/ZZC-L7Q-C4C","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.137978","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.259452.c","","","","","","","","","","","https://doi.org/TEST/ZZC-KT8-D6E","Zoology","","1e8cbade32581ef3ea831cd870bc7a60","","","https://doi.org/TEST/ZZC-KT8-D6E","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259452.c","","","","","","","","","tissue (wet specimen)","","","","","","","","","","",""
"","RMNH.AVES.62266","","","","","","","","","","","https://doi.org/TEST/ZZC-JSP-8EE","Zoology","","94aae261fe613700e42301bacfe1f944","","","https://doi.org/TEST/ZZC-JSP-8EE","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.62266","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.60330.b","","","","","","","","","","","https://doi.org/TEST/ZZC-HYS-1E8","Zoology","","c9bb5e410c853862fbf1ccff39425bf1","","","https://doi.org/TEST/ZZC-HYS-1E8","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.60330.b","","","","","","","","","nest (air dried)","","","","","","","","","","",""
"","RMNH.AVES.65519","","","","","","","","","","","https://doi.org/TEST/ZZC-HLT-DK5","Zoology","","51b7ee8b6ea38b43ad0cffba9276cc6d","","","https://doi.org/TEST/ZZC-HLT-DK5","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.65519","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.150844","","","","","","","","","","","https://doi.org/TEST/ZZC-BC1-V43","Zoology","","7e88187a906d0235e380a337e4677254","","","https://doi.org/TEST/ZZC-BC1-V43","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.150844","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.108750","","","","","","","","","","","https://doi.org/TEST/ZZC-79B-VJM","Zoology","","cde0f457de398532aa556b229a375281","","","https://doi.org/TEST/ZZC-79B-VJM","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.108750","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.193421","","","","","","","","","","","https://doi.org/TEST/ZZC-6B8-LYD","Zoology","","156d9960a76b297cda04f0e792fc80d3","","","https://doi.org/TEST/ZZC-6B8-LYD","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.193421","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.63310","","","","","","","","","","","https://doi.org/TEST/ZZC-66X-DFL","Zoology","","0f95e48e3235ff621e929df65ef330b4","","","https://doi.org/TEST/ZZC-66X-DFL","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.63310","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","ZMA.AVES.64634","","","","","","","","","","","https://doi.org/TEST/ZZC-2R5-1MF","Zoology","","58abec09910ac443e398d089650d6be0","","","https://doi.org/TEST/ZZC-2R5-1MF","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.64634","","","","","","","","","feather","","","","","","","","","","",""
"","RMNH.AVES.195764","","","","","","","","","","","https://doi.org/TEST/ZZB-TV4-RXY","Zoology","","73161cda5ba37a7742e151c66c910926","","","https://doi.org/TEST/ZZB-TV4-RXY","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.195764","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.56764","","","","","","","","","","","https://doi.org/TEST/ZZB-R6T-GW2","Zoology","","8c283f6cff107efc48494b3af5873120","","","https://doi.org/TEST/ZZB-R6T-GW2","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.56764","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.38413","","","","","","","","","","","https://doi.org/TEST/ZZB-J7F-EL5","Zoology","","e46934be99a785c3da803dc1ac37ee95","","","https://doi.org/TEST/ZZB-J7F-EL5","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.38413","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.71433","","","","","","","","","","","https://doi.org/TEST/ZZA-YQY-C02","Zoology","","622f5d36a2709ea7f80beb5c0a976fbd","","","https://doi.org/TEST/ZZA-YQY-C02","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.71433","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.256953","","","","","","","","","","","https://doi.org/TEST/ZZA-LDW-PPC","Zoology","","208f2140db87a11d4ef107e0e43f00fd","","","https://doi.org/TEST/ZZA-LDW-PPC","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.256953","","","","","","","","","skeleton (whole) (skeletonized)","","","","","","","","","","",""
"","RMNH.AVES.P.2133","","","","","","","","","","","https://doi.org/TEST/ZZA-2RH-N7A","Zoology","","4aa46a356e815b6522d70aa76898b4ef","","","https://doi.org/TEST/ZZA-2RH-N7A","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.P.2133","","","","","","","","","feather (microscopic slide)","","","","","","","","","","",""
"","RMNH.AVES.201226","","","","","","","","","","","https://doi.org/TEST/ZZ9-RJK-3G7","Zoology","","74e9a107598ea0ed5af5e349c50deae6","","","https://doi.org/TEST/ZZ9-RJK-3G7","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.201226","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.64357","","","","","","","","","","","https://doi.org/TEST/ZZ9-DMK-WMJ","Zoology","","8ae86df8a9a32c3d2f0a1b3e10fb77f7","","","https://doi.org/TEST/ZZ9-DMK-WMJ","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.64357","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","ZMA.AVES.64827.a","","","","","","","","","","","https://doi.org/TEST/ZZ9-7PQ-S0H","Zoology","","385f5dfbbea284b2c5d58f3413db4e73","","","https://doi.org/TEST/ZZ9-7PQ-S0H","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.64827.a","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.123823","","","","","","","","","","","https://doi.org/TEST/ZZ9-7D3-7VM","Zoology","","48221a923bb9f79f5d5bc0b5af341c50","","","https://doi.org/TEST/ZZ9-7D3-7VM","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.123823","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.212253","","","","","","","","","","","https://doi.org/TEST/ZZ9-54X-KPF","Zoology","","36992e5685a8b9d2bb4ea9f4c0301de0","","","https://doi.org/TEST/ZZ9-54X-KPF","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.212253","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.134053","","","","","","","","","","","https://doi.org/TEST/ZZ8-SRA-ZJD","Zoology","","1c3e44cba8ccabc09c059bcf6d7d8b79","","","https://doi.org/TEST/ZZ8-SRA-ZJD","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.134053","","","","","","","","","skin (air dried)","","","","","","","","","","",""
"","RMNH.AVES.172405","","","","","","","","","","","https://doi.org/TEST/ZZ8-REK-DZ1","Zoology","","f7cd8b0c9285b0185dd998f5d646ae46","","","https://doi.org/TEST/ZZ8-REK-DZ1","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.172405","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.31167","","","","","","","","","","","https://doi.org/TEST/ZZ8-HME-AHM","Zoology","","b97ec8e3de2f0e980d6935e908296e80","","","https://doi.org/TEST/ZZ8-HME-AHM","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.31167","","","","","","","","","skin (mounted skin)","","","","","","","","","","",""
"","RMNH.AVES.183049","","","","","","","","","","","https://doi.org/TEST/ZZ8-2MP-C7L","Zoology","","557e577fb92b747b997e54fd0b91d349","","","https://doi.org/TEST/ZZ8-2MP-C7L","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.183049","","","","","","","","","egg (air dried)","","","","","","","","","","",""
"","RMNH.AVES.161504","","","","","","","","","","","https://doi.org/TEST/ZZ7-Z3S-4MN","Zoology","","b832c3d2bcbcc08c7ea2a2a2903bbdec","","","https://doi.org/TEST/ZZ7-Z3S-4MN","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.161504","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.259161","","","","","","","","","","","https://doi.org/TEST/ZZ7-R8E-YQS","Zoology","","c8cfea046e69b41ab68bdbb49c39c3e4","","","https://doi.org/TEST/ZZ7-R8E-YQS","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.259161","","","","","","","","","egg","","","","","","","","","","",""
"","ZMA.AVES.44577","","","","","","","","","","","https://doi.org/TEST/ZZ7-LW0-F3W","Zoology","","c9b34e60f96374f1f3268b8d7268d143","","","https://doi.org/TEST/ZZ7-LW0-F3W","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/ZMA.AVES.44577","","","","","","","","","skin (study skin)","","","","","","","","","","",""
"","RMNH.AVES.189355","","","","","","","","","","","https://doi.org/TEST/ZZ7-LDX-H3H","Zoology","","fbb43c7ae0eeb32136fddb5ce29c6e71","","","https://doi.org/TEST/ZZ7-LDX-H3H","","","","","","","","","","https://ror.org/0566bfb96","","","https://data.biodiversitydata.nl/naturalis/specimen/RMNH.AVES.189355","","","","","","","","","skin (study skin)","","","","","","","","","","",""
