"mediaID","usagePolicyID"
"https://doi.org/TEST/ZTV-W5G-8T8","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/ZKW-02P-LD0","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/ZJM-AFA-J5C","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/YSQ-GJ0-YK1","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/YR0-795-XXV","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/YQF-453-AL2","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/YLR-XWF-45B","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/YBP-1ZD-69R","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/Y75-4DV-4D6","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/Y3M-DYX-32L","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/XPJ-R73-TC7","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/WWR-SLS-MAX","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/WEY-ANT-TZE","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/WC0-XQB-0DB","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/WBX-CLG-G96","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/W6J-Y5M-6VQ","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/W3X-80W-T61","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/VV1-ZYC-MB5","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/VR1-M9G-C3E","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/VMH-10D-7Q2","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/VCM-BGD-PAA","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/V3M-JZZ-WRR","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/TR8-L2Z-TP4","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/TET-B2R-Y49","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/T4T-WF6-JXA","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/SZM-4KS-QPG","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/SQE-J2S-79T","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/SHX-PMN-EJW","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/SAW-BJ1-PQG","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/RT5-A89-JMX","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/RSH-Q61-W46","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/REN-8ME-M0Z","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/R72-J0B-ZEF","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/R1N-T0F-PCP","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/R12-0QV-64J","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/R0E-YF3-T8N","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/QT5-JK2-QCY","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/QLH-2SD-PV1","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/QHK-P2K-1BS","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/Q75-JWG-DJH","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/Q6S-K0H-XS5","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/PJP-DS7-8VN","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/PJ3-DXT-VSA","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/PBT-XTW-PDV","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/NY1-A7Y-69A","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/NHD-TVC-T2H","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/NDJ-B0Z-NBQ","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/NAK-NC7-AQ1","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/N9N-R3C-V35","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/N0X-95Z-N6C","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/MYR-0Y4-Q9Z","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/MTE-676-XW0","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/MHZ-B4L-HTH","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/MD9-WPP-ZWE","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/MBX-EBW-K9F","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/M6T-6RF-FCV","62623f92fa33b432e3d7c136db2fd301"
"https://doi.org/TEST/M3Z-XAQ-WV7","62623f92fa33b432e3d7c136db2fd301"
