"continent","coordinatePrecision","coordinateUncertaintyInMeters","country","countryCode","county","datasetID","datasetName","day","decimalLatitude","decimalLongitude","endDayOfYear","eventCategory","eventConductedBy","eventConductedByID","eventDate","eventEffort","eventID","eventReferences","eventRemarks","eventTime","eventType","fieldNotes","fieldNumber","footprintSpatialFit","footprintSRS","footprintWKT","geodeticDatum","georeferencedBy","georeferencedByID","georeferencedDate","georeferenceProtocol","georeferenceProtocolID","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherGeography","higherGeographyID","island","islandGroup","locality","locationID","locationRemarks","maximumDepthInMeters","maximumDistanceAboveSurfaceInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumDistanceAboveSurfaceInMeters","minimumElevationInMeters","month","municipality","parentEventID","pointRadiusSpatialFit","preferredEventName","preferredSpatialRepresentation","siteNumber","startDayOfYear","stateProvince","verbatimCoordinates","verbatimCoordinateSystem","verbatimDepth","verbatimElevation","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","verbatimSRS","verticalDatum","waterBody","year"
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1863-06-13","","6924d983ea9dccab0e59246ec9f8e719","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Duinen bij Zandvoort","","","","","","","","","","","","","","","","","North Holland","","","","","13-06-1863","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1915-08-20","","054fa3dcc2fe7a2925fc83104ec349a4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Korintji, Sungai Kumbang","","","","","","","","","","","","","","","","","","","","","","20-08-1915","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1906-02-22","","d7074d01be791a650e289839547604bf","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Struiswijk","","","","","","","","","","","","","","","","","Java, Batavia","","","","","22-02-1906","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1904-05-05","","f1b997bb7458f5a71895228366d4ad4e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","","","","","","","","","","","","","","","","","","Java, Preanger, district Palaboehan","","","","","05-05-1904","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1874-06-01/1874-06-30","","6ea2167783eac2047208121e6956303a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Moluccas","","Halmahera I., central -","","","","","","","","","","","","","","","","","","","","","","1-6-1874 - 30-6-1874","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1914-07-31","","79f522aad6f0cb386072416ef9f54d35","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Balun (Muara Labu)","","","","","","","","","","","","","","","","","Sumatra, Pad. Bovenl.","","","","","31-07-1914","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1912-01-01/1916-12-31","","b86a2e2f2789e331bd329c0089578f1f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Deli region [Medan area], NE Sumatra","","","","","","","","","","","","","","","","","","","","","","1912-1916","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1930-12-02","","38aa865d632cedadbd870867b4d11fec","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Gronsveld bij Maastricht","","","","","","","","","","","","","","","","","Limburg","","","","","02-12-1930","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1983-06-01/1983-06-30","","0bca063051b0c3c486cad57dfd7885b8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Jan Mayen","","Jan Mayen, no further locality","","","","","","","","","","","","","","","","","","","","","","1-6-1983 - 30-6-1983","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1914-12-14","","f7f38967e0b598f5c03900a2e67890e9","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","","Padangse Bovenlanden","","","","","14-12-1914","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1934-02-11","","e8b487c5736876fc268553e033dcc774","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Malabai [?], West Kalimantan","","","","","","","","","","","","","","","","","Kalimantan","","","","","11/2/1934","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1944-01-01/1945-12-31","","c8618f539c26700bcebb01dd3f0c2381","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Buitenzorg","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1984-10-23","","cb3ff2a0a627e05aeec0f0cedad11474","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Egmond aan Zee<>Bergen aan Zee, beach","","","","","","","","","","","","","","","","","North Holland","","","","","23-10-1984","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1930-01-01/1939-12-31","","1bfa23a73af2e711e8d8196c9e7e6127","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1930 - 1939","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1871-11-01/1871-11-30","","e49249c5b9f7a183b7b30e45c12935b7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Moluccas","","Halmahera I.","","","","","","","","","","","","","","","","","","","","","","1-11-1871 - 30-11-1871","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","14/5/1890","","31cbb3b63ff3c910cb3cd93561ec4bf0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Lisse","","","","","","","","","","","","","","","","","South Holland","","","","","14/5/1890","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","36792f1ac96137e72d4ce7eea8b34281","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Padang","","","","","","","","","","","","","","","","","West Sumatera","","","","","","","","","","","",""
"","","","Suriname","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1961-07-11","","31af408bde94df3439d77a05e15bcdbd","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Phedra","","","","","","","","","","","","","","","","","Surinamriver","","","","","11-07-1961","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","70664b1c36991de268ac7a3cf45c024e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Gelderland","","","","","","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1939-08-22","","eb780d0b40012898f8ca773c4c0bc343","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Bobairo aan Paniaimeer","","","","","","","","","","","","","","","","","","","","","","22-08-1939","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1925-03-16/1925-03-17","","aebe9f18a1a65cf76e6dbe3ace33831d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Schouwen-Duiveland","","Haamstede, vuurtoren","","","","","","","","","","","","","","","","","Zeeland","","","","","16/17-3-1925","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","2004-05-09","","78cb3f919791822ca24c904eab0a2844","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Utrecht","","","","","","","","","","","","","","","","","Utrecht","","","","","09-05-2004","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1939-05-23","","3553f42b99b69c2e99194882ee03bc1c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Celebes","","Soputan Mt. (800-1400 m), Langoan dist., Minahasa","","","","","","","","","","","","","","","","","","","","","","23-5-1939","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1891-06-15","","bc90e44e1c8f9c4f7d8155f254fe4633","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15-6-1891","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","1aa192575be54ed71b247bd8385f6f70","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","","Z.W. Sumatra","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-06-18","","41bfd7b6fdeb0c7cf590a570f2e18b6f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Lesser Sunda Islands","","Flores I., Léwé","","","","","","","","","","","","","","","","","","","","","","18/6/1958","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1934-04-12","","fb35f1e8567855fff9cdf47cfd639a4c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Wassenaar","","","","","","","","","","","","","","","","","","","","","","12-04-1934","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1927-11-23","","132d85853d6b0d6c0f69fdb72a2de198","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Overijssel","","","","","23-11-1927","","","","","","",""
"","","","Colombia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","ceb0c866dfefa82e212e1dca295b04b2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Kenya","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1977-03-07","","5d2c2f5dfe222539e88f9b775d2c4f1d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Muumandu","","","","","","","","","","","","","","","","","Machakos Dist.","","","","","07-03-1977","","","","","","",""
"","","","NETHERLANDS","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1928-07-01","","60690bf3c6e307d916a21e3db8c4ec92","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Wageningen","","","","","","","","","","","","","","","","","Gelderland","","","","","1/7/1928","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1994-08-30","","e396d5d57a8eab68d2d2be5ede061230","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Hondsbossche Zeewering, pl 22","","","","","","","","","","","","","","","","","North Holland","","","","","30-8-1994","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1919-10-30","","9786c9537a1e9259e73a969dd475bc55","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Residentie Palembang","","","","","","","","","","","","","","","","","","","","","","30-10-1919","","","","","","",""
"","","","Russia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1856","","d52d67154bf85f4ee23394034ccb78b5","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Sarepta","","","","","","","","","","","","","","","","","Zuid-Rusland","","","","","1856","","","","","","",""
"","","","Guatemala","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","10e650dcba8c70e2222020351ed89a12","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Tanzania","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1984-04-02","","081ad02d5b8977d8a54eeccbb92ec866","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Mwanza","","","","","","","","","","","","","","","","","","","","","","02-04-1984","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","dc75da07c0ac72eb401dda7e15ebba55","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1951-09-11","","2783d19a8cc7ed0200a70df7acaaec3d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Texel","","lighthouse Eijerland","","","","","","","","","","","","","","","","","North Holland","","","","","11-9-1951","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1968-05-30","","d3851bc35d10dc3768f948186c68fcd4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Yandanooka","","","","","","","","","","","","","","","","","W. Australië","","","","","30-05-1968","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1975-10-14","","494117d6a8118be6f0f0c9e35e57a3a6","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Amsterdam","","","","","","","","","","","","","","","","","North Holland","","","","","14-10-1975","","","","","","",""
"","","","Angola","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1887-01-12","","66ade3202a2c6ba22ae6f4597cb8448e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Kakelli","","","","","","","","","","","","","","","","","Rivier Koeloe-ei","","","","","12-01-1887","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","cde0f457de398532aa556b229a375281","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Borneo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","India","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","630f7aa4348d0d9dddc499ae0ecf4962","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Darjeeling","","","","","","","","","","","","","","","","","West Bengal","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1867-06-01/1867-06-30","","fafcf269ba3b4ec43b460d14ddd6264d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Misol","","","","","","","","","","","","","","","","","","","","","","","","June 1867","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1915-01-01/1920-12-31","","f1e2d03c31775ec622dac3d3e43882e1","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Bandarbaru (1000 m), in Batak Mts.","","","","","","","","","","","","","","","","","","","","","","1915-1920","","","","","","",""
"","","","Brazil","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","26cdb164fa6ce64f0805852dc42934c2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1964-10-03","","74dcc9f511d0a2a59fe2fb1e2596e818","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Hallum, Noorderleeg","","","","","","","","","","","","","","","","","Friesland","","","","","3-10-1964","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1901-01-01/1901-12-31","","05d7535bc9717505b91f2a203d54fc26","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Deli region [at Batangkuis Estate]","","","","","","","","","","","","","","","","","","","","","","1901","","","","","","",""
"","","","United States","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1872-05-02","","e169ae5103b53a405abfe6c3da2bb385","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Cambridge","","","","","","","","","","","","","","","","","Massachusetts","","","","","02-05-1872","","","","","","",""
"","","","Peru","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","4b7ca2e8c6a833d12157141644c77efe","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Germany","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1924-12-14","","1270c08cc2658133326f7af4ec2465a7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Reipzig bij Frankfurt a/O","","","","","","","","","","","","","","","","","","","","","","14-12-1924","","","","","","",""
"","","","Belgium","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1962-04-25","","189d61a6704f1aeb954a7c8ff50f27fc","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","St Pietersberg, Caester estate","","","","","","","","","","","","","","","","","Limburg","","","","","25-4-1962","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1919-12-24","","d3e8564ad0712ac370135b9a75f2ba85","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Sungei Tasik, NE Sumatra","","","","","","","","","","","","","","","","","","","","","","24-12-1919","","","","","","",""
"","","","Tanzania","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1965-10-07","","f3998ff4a7ccaf99a1c853cff975ff18","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Mikindani","","","","","","","","","","","","","","","","","Mtwara Distr.","","","","","07-10-1965","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1909-06-04","","bbeb071e825f7b19361463939989fa7c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Kampereiland","","","","","","","","","","","","","","","","","Overijssel","","","","","4/6/1909","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1861-09-01/1861-09-30","","4112d12ee814f40f4c0804831da44261","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Morotai","","","","","","","","","","","","","","","","","","","","","","","","September 1861","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1907-10-26","","4595d08efb509e41ae3658cc17b8fa25","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Zoeterwoude","","","","","","","","","","","","","","","","","","","","","","26-10-1907","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1985-08-29","","8551c5970638113fd17f6ffd25d48ee0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","IJsselmeer, Mokkebank","","","","","","","","","","","","","","","","","Friesland","","","","","29-8-1985","","","","","","",""
"","","","Trinidad & Tobago","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1954-02-05","","0672857428b32dec6f0f418a62cfdba1","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Trinidad","","","","","","","","","","","","","","","","","","","","","","","","05-02-1954","","","","","","",""
"","","","United States","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1878-05-07","","d30f60835054c1bef25a608051bb239e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Chicago","","","","","","","","","","","","","","","","","Illinois","","","","","07-05-1878","","","","","","",""
"","","","India","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1930-07-22","","4cca8753bd2e691f10af5bb661bb6a12","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Khardong Valley","","","","","","","","","","","","","","","","","Ladakh","","","","","22-7-1930","","","","","","",""
"","","","Philippines","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","afc2574af2e9acc2ab7fb4c9faa133e3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","5-9-1971","","e849cc923196e31cacf4295e986b2323","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Oostvaardersdijk marshes","","","","","","","","","","","","","","","","","Flevoland","","","","","5-9-1971","","","","","","",""
"","","","Australia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1887-07-18","","9c0873498fe1e5cbccdf32b681a1965e","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","sine loco [Australia]","","","","","","","","","","","","","","","","","","","","","","18-7-1887","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1937-08-06","","d38f9ada030c26a4a8fb8f397e73eb1a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Barneveld","","","","","","","","","","","","","","","","","Gelderland","","","","","6-8-1937","","","","","","",""
"","","","Taiwan","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1968-06-23","","de2fe92c990b7fc9b08e42b9dd1419c3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Pei Shan Kun","","","","","","","","","","","","","","","","","","","","","","23-06-1968","","","","","","",""
"","","","Mexico","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1885-04-14","","f563cf9bbea954701176606d617bcaf9","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","sine loco [W Mexico]","","","","","","","","","","","","","","","","","","","","","","14-4-1885","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1969-09-06","","b69356814ea4a437ccdddac2caad1145","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Flores","","Rahong","","","","","","","","","","","","","","","","","","","","","","06-09-1969","","","","","","",""
"","","","Japan","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1949-11-02","","b9101af83054139043a2be41e35efe5a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Izu Islands","","Hachijo-jima I.","","","","","","","","","","","","","","","","","","","","","","2-11-1949","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","10/6/1861","","240f9bbb7b94615c80b4b8ce10f5d8a0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Santpoort, Neethof forest","","","","","","","","","","","","","","","","","North Holland","","","","","10/6/1861","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","Date ± 4 days","","bc9954db72130d88ecc0b09490bc034d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Serooskerke, Schouwen","","","","","","","","","","","","","","","","","Zeeland","","","","","Date ± 4 days","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1962-03-26","","e1b0b7ce76e50ea4bf53d32694af6c8a","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Hoogland","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Brazil","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1823-08-23","","e5397f13c9ad2a0d95dc8353dbef8298","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Goias","","","","","23/8/1823","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1908-01-05","","32460c5332061fd71815d6039f5e9ccb","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Buitenzorg","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1917-01-30","","6ecd4d4982e16a30f9df79edbc7e0f3c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Aalsmeer","","","","","","","","","","","","","","","","","North Holland","","","","","30-01-1917","","","","","","",""
"","","","Surinam","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1969-01-19","","6dd517c9d76f6e8027eb96e2635f88e8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Brokopondo","","","","","19-01-1969","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1966-10-15","","254aa99e8d14cd309ff341eef09de799","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","North Sea, lightship 'Texel', 25 km off","","","","","","","","","","","","","","","","","North Sea","","","","","15-10-1966","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","52edf883b03bf56242ff1b4b22917b86","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Celebes","","","","","","","","","","","","","","","","","","","Minahassa","","","","","","","","","","","",""
"","","","The Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1930-01-01/1930-12-31","","c63834e07b4baa6056a915de9ab16156","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1930","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1912-06-12","","dfb9118a36f2555b2b4a923b2853e0ab","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Zoeterwoude","","","","","","","","","","","","","","","","","","","","","","12-06-1912","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1980-10-19","","6dfafd841a9dcd05cef69cbb19365272","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Waterland-Oost","","","","","","","","","","","","","","","","","North Holland","","","","","19-10-1980","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1972-09-25","","ed2bc905016d618de496946ccbd46aa2","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Vlieland I., Oude Kooi","","","","","","","","","","","","","","","","","Friesland","","","","","","","","","","","",""
"","","","Spain","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1962-05-03","","9e22435138e5d6bf701dca43432049a4","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Marismas de Hinojos, Coto Doñana","","","","","","","","","","","","","","","","","Huelva","","","","","3/5/1962","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1946-02-08","","49723b5656ee550bbbdac286632d1d96","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Badhoevedorp","","","","","","","","","","","","","","","","","North Holland","","","","","08-02-1946","","","","","","",""
"","","","Mexico","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","47e29df40126b7ffcf02e621d86d4be1","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1916-12-31","","dce3566839487ad01aa7c88d80ab3fab","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","Laboean","","","","","","","","","","","","","","","","","Deli","","","","","31-12-1916","","","","","","",""
"","","","Russia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1907-05-10","","4918314cf80409dc4c0f9a0df81ef544","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Astrakan","","","","","","","","","","","","","","","","","Zuid-Rusland","","","","","10-05-1907","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-01-01/1958-12-31","","5f65eb11cb40f6efe99c876cbfc6bf49","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Nieuw Guinea","","Merauke","","","","","","","","","","","","","","","","","Papua","","","","","1958","","","","","","",""
