"continent","coordinatePrecision","coordinateUncertaintyInMeters","country","countryCode","county","datasetID","datasetName","day","decimalLatitude","decimalLongitude","endDayOfYear","eventCategory","eventConductedBy","eventConductedByID","eventDate","eventEffort","eventID","eventReferences","eventRemarks","eventTime","eventType","fieldNotes","fieldNumber","footprintSpatialFit","footprintSRS","footprintWKT","geodeticDatum","georeferencedBy","georeferencedByID","georeferencedDate","georeferenceProtocol","georeferenceProtocolID","georeferenceRemarks","georeferenceSources","georeferenceVerificationStatus","habitat","higherGeography","higherGeographyID","island","islandGroup","locality","locationID","locationRemarks","maximumDepthInMeters","maximumDistanceAboveSurfaceInMeters","maximumElevationInMeters","minimumDepthInMeters","minimumDistanceAboveSurfaceInMeters","minimumElevationInMeters","month","municipality","parentEventID","pointRadiusSpatialFit","preferredEventName","preferredSpatialRepresentation","siteNumber","startDayOfYear","stateProvince","verbatimCoordinates","verbatimCoordinateSystem","verbatimDepth","verbatimElevation","verbatimEventDate","verbatimLatitude","verbatimLocality","verbatimLongitude","verbatimSRS","verticalDatum","waterBody","year"
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1940-10-06","","e30f1b79d7f13b33dd4e7aaa21495db9","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Pangrango Gunung/Mt., West Java","","","","","","","","","","","","","","","","","","","","","","6/10/1940","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1915-03-24","","02704c7e58bdeed328111cc8cf81c092","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","","Padangsche Bovenlanden","","","","","24-03-1915","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","28-8-1861","","a0ca0f09ab146206202bddeb227441f6","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Rotterdam","","","","","","","","","","","","","","","","","","","","","","28-8-1861","","","","","","",""
"","","","Japan","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1870-01-01/1870-12-31","","cdd9d039002cef9ee2068f0dd34feafe","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1870","","","","","","",""
"","","","New Zealand","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","599547e1397aa1bcf9c89229f3e04927","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1958-05-24","","c97dad0415f3217179e2b9545fc02abc","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Lesser Sunda Islands","","Flores I., no further locality","","","","","","","","","","","","","","","","","","","","","","24/5/1958","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1900-05-18","","1b650bbe8d12e6ad5304c74403ee0f75","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Texel I., no further locality?","","","","","","","","","","","","","","","","","North Holland","","","","","18/5/1900","","","","","","",""
"","","","Uganda","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1957-09-01","","a0704cb5dd9b1019c630fb9b2d4b712d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Entebbe","","","","","","","","","","","","","","","","","","","","","","1-9-1957","","","","","","",""
"","","","Taiwan","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1968-05-06","","b1b9e9b3586eff042cb740f35b4f1018","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Puli","","","","","","","","","","","","","","","","","","","","","","06-05-1968","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1913-05-20","","ee1191b19ebfc7c5912e2b01a8d0f6b6","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","","","","","","","","","","","","","","","","","","","","","","","20-05-1913","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1944-04-22","","cbab26565092f2b960f59ac544f7a08d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Wolfheze area","","","","","","","","","","","","","","","","","Gelderland","","","","","22/4/1944","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","cda277ff224869e368705a62d3aaccc8","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Blumenau","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","South Africa","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","488ceb12f5ae04936e0bce53307d8927","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kafferland","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1924-11-18","","3bb838ab1de2afb4dc97f7af59bb3346","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Beek","","","","","","","","","","","","","","","","","Limburg","","","","","18-11-1924","","","","","","",""
"","","","Netherlands Antilles","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1979-11-19","","63d729425bc171e7e956327f527b4be3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Aruba","","Dividivi Hotel","","","","","","","","","","","","","","","","","","","","","","19-11-1979","","","","","","",""
"","","67360.0","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","52.438781","6.501641","","","","","1865-03-13","","b7a0d6e6c0a60dfb684e0abcc436de66","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Overijssel","","","","","13-03-1865","","","","","","",""
"","","","Brazil","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1891-04-01/1891-04-30","","fb8adfcfc70b29c0e24d0e75c517be11","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Porto Real","","","","","","","","","","","","","","","","","Rio de Janeiro state","","","","","1-4-1891 - 30-4-1891","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1934-01-01/1934-12-31","","6e76002eebc85630379a34b20b02f175","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1934","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","6a8777cb0702c53142979825af8093a3","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","New Guinea","","","","","","","","","","","","","","","","","","","Nieuw-Guinea","","","","","","","","","","","",""
"","","","Netherlands Antilles","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1952-04-11","","0a9ebef6e5fc81dd91e96ce68ab82be9","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Klein Curaçao","","","","","","","","","","","","","","","","","","","","","","","","11-4-1952","","","","","","",""
"","","","Spain","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1952-02-22","","5b62974e7791a4ba56e8ccc9c6dd7d4f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Linares de Riofrio","","","","","","","","","","","","","","","","","Salamanca","","","","","22-2-1952","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1913-05-18","","21059f9a6d9f97ce85f0de1ba3e4b733","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Simalur","","","","","","","","","","","","","","","","","","","","","","","","18-05-1913","","","","","","",""
"","","","Curaçao","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1930-04-15","","8bfedbd5dc61ac1346a670213e2ac93d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Curaçao","","Port Marie","","","","","","","","","","","","","","","","","","","","","","15-04-1930","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","22 Jan-27 Jul 1865","","45226a14a7d1958145f24a78f486742c","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Aru Is., no further locality","","","","","","","","","","","","","","","","","West New Guinea","","","","","22 Jan-27 Jul 1865","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1997-06-21","","3d5375a6e359941c42731ae8152387b0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Bogor, Jalan Surya Kencana nr 97","","","","","","","","","","","","","","","","","","","","","","21/6/1997","","","","","","",""
"","","","Samoa Group","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","","","93d444820204f4b858cb5dbbf2f99592","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Upolu","","","","","","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","2009-04-22","","d0cc7d6e2ba151e3f47e652cbf7d1782","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Doetinchem","","","","","","","","","","","","","","","","","Gelderland","","","","","22 april 2009","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1927-05-24","","f63fbbbb71d2770440e450b0564b25da","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Olterterp","","","","","","","","","","","","","","","","","Fryslân","","","","","24/5/1927","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1909-01-01/1909-01-31","","e2ae0421e92742e615cdfba79ec342c7","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Hatert","","","","","","","","","","","","","","","","","(G.)","","","","","January 1909","","","","","","",""
"","","","USA","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1940-03-08","","84a2571528f9410d8ca4d0a4f408d850","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","sine loco [C & E North America]","","","","","","","","","","","","","","","","","","","","","","8-3-1940","","","","","","",""
"","","","Philippines","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1971-12-02","","de1a6e00ca496a2878bdf32096581d8f","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sulu Archip., Tawi-Tawi Group, Tawi-Tawi Id.","","Batu-Batu","","","","","","","","","","","","","","","","","","","","","","02-12-1971","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-06-23","","38e799914ea2c782dc163aa9bdc0a097","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Seram","","Wahai","","","","","","","","","","","","","","","","","Noord-Ceram","","","","","23-06-1910","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1920-05-09","","a94af49a2655f2f76fc7a1a1043d24a0","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Sumatra","","","","","","","","","","","","","","","","","","","","","","","950 m","09-05-1920","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1910-04-29","","6fe22cf7119058da187155b2a31b773d","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Gendringen","","","","","","","","","","","","","","","","","Gelderland","","","","","29/4/1910","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1922-09-16","","7f9dc6bd9a70bbd3190345eb02359e9b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Enter","","","","","","","","","","","","","","","","","Overijssel","","","","","16-09-1922","","","","","","",""
"","","","","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1911-05-30","","4c656f79ff0170dc06a873ed7d6f9db1","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Princenhage","","","","","","","","","","","","","","","","","North Brabant","","","","","30-05-1911","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1949-05-01","","1a068e070781a1583ff48e7278cf6a69","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Laren","","","","","","","","","","","","","","","","","North Holland","","","","","1/5/1949","","","","","","",""
"","","","South Africa","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1959-08-06","","37e4c32cca2ec82dbb41374b7b616457","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Durbanville","","","","","","","","","","","","","","","","","Western Cape","","","","","6-8-1959","","","","","","",""
"","","","Indonesia","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1903-05-21","","839c6341fc7da5a0dbaf7b5b8114c6cb","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","Java","","Pangerango","","","","","","","","","","","","","","","","","Java, Preanger","","","","","21-05-1903","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","Year cf","","e3e091c192d100a059280a18e6b6d589","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Zandbelt, Vollenhove<>Barsbeek","","","","","","","","","","","","","","","","","Overijssel","","","","","Year cf","","","","","","",""
"","","","Chili","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1827-01-01/1829-12-31","","32561215ca9fd15dd6ed43b813742f60","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1827-1829","","","","","","",""
"","","","Netherlands","","","","Naturalis Biodiversity Center (NL) - Aves","","","","","","","","1936-05-11","","9211131f5eeff58c151f76f04450713b","","","","Collecting Event","","","","","","WGS84","","","","","","","","","","","","","","Zwolle","","","","","","","","","","","","","","","","","Overijssel","","","","","11/5/1936","","","","","","",""
