"class","cultivarEpithet","externalClassificationSource","family","genericName","genus","geoClassificationCode","geoName","identificationID","infragenericEpithet","infraspecificEpithet","kingdom","nameAccordingTo","namePublishedIn","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","order","phylum","scientificName","scientificNameAuthorship","scientificNameID","specificEpithet","subfamily","subgenus","taxonID","taxonRank","taxonSortOrder","vernacularName"
"Aves","","","Psittaculidae","Eunymphicus","Eunymphicus J. L. Peters, 1937","","","3c4853e4fc98ad19deac4209500798d4","","","Animalia","","","","ICZN","","Psittaciformes","Chordata","Eunymphicus cornutus (J. F. Gmelin, 1788)","(J. F. Gmelin, 1788)","","cornutus","","","https://www.catalogueoflife.org/data/taxon/3CG7W","SPECIES","",""
"Aves","","","Motacillidae Horsfield, 1821","Motacilla","Motacilla Linnaeus, 1758","","","ff0ab39ea6039465bde992a73954b78b","","","Animalia","","","1758","ICZN","","Passeriformes","Chordata","Motacilla flava Linnaeus, 1758","Linnaeus, 1758","","flava","","","https://www.catalogueoflife.org/data/taxon/44G9F","SPECIES","",""
"Aves","","","Cardinalidae","Piranga","Piranga Vieillot, 1808","","","051ca5363c6d2f65c2c70b7907711c42","","cooperi","Animalia","","","1869","ICZN","","Passeriformes","Chordata","Piranga rubra cooperi Ridgway, 1869","Ridgway, 1869","","rubra","","","https://www.catalogueoflife.org/data/taxon/BNVWG","SUBSPECIES","",""
"Aves","","","Podicipedidae Bonaparte, 1831","Tachybaptus","Tachybaptus Reichenbach, 1853","","","b1229f3f735bf4a19ae9aae81d1a24f1","","ruficollis","Animalia","","","","ICZN","","Podicipediformes","Chordata","Tachybaptus ruficollis ruficollis (Pallas, 1764)","(Pallas, 1764)","","ruficollis","","","https://www.catalogueoflife.org/data/taxon/BP48X","SUBSPECIES","",""
"Aves","","","Sturnidae Rafinesque, 1815","Sturnus","Sturnus Linnaeus, 1758","","","5ef79e2453f27942712ae93bef2b7657","","vulgaris","Animalia","","","1758","ICZN","","Passeriformes","Chordata","Sturnus vulgaris vulgaris Linnaeus, 1758","Linnaeus, 1758","","vulgaris","","","https://www.catalogueoflife.org/data/taxon/BP3RY","SUBSPECIES","",""
"Aves","","","Gaviidae Allen, 1897","Gavia","Gavia J. R. Forster, 1788","","","075e28f1b1952e8c72dfabc46a47a978","","arctica","Animalia","","","","ICZN","","Gaviiformes","Chordata","Gavia arctica arctica (Linnaeus, 1758)","(Linnaeus, 1758)","","arctica","","","https://www.catalogueoflife.org/data/taxon/BNGDN","SUBSPECIES","",""
"Aves","","","Procellariidae Leach, 1820","Fulmarus","Fulmarus Stephens, 1826","","","3cf64946c4a237cf095ab52e885cb4e0","","","Animalia","","","","ICZN","","Procellariiformes","Chordata","Fulmarus glacialoides (A. Smith, 1840)","(A. Smith, 1840)","","glacialoides","","","https://www.catalogueoflife.org/data/taxon/6K48R","SPECIES","",""
"Aves","","","Ardeidae Leach, 1820","Egretta","Egretta T. Forster, 1817","","","0e34836587fbbe95a01953fcf142d6ac","","","Animalia","","","","ICZN","","Pelecaniformes","Chordata","Egretta tricolor (Statius Muller, 1776)","(Statius Muller, 1776)","","tricolor","Ardeinae Leach, 1820","","https://www.catalogueoflife.org/data/taxon/6DYQW","SPECIES","",""
"Aves","","","Scolopacidae Rafinesque, 1815","Tringa","Tringa Linnaeus, 1758","","","70b280f6d07e4ce2fe34c8103fa8bdc9","","solitaria","Animalia","","","1813","ICZN","","Charadriiformes","Chordata","Tringa solitaria solitaria A. Wilson, 1813","A. Wilson, 1813","","solitaria","","","https://www.catalogueoflife.org/data/taxon/BP5XD","SUBSPECIES","",""
"Aves","","","Nectariniidae Vigors, 1825","Nectarinia","Cinnyris Cuvier, 1816","","","5cf6bbc78d6b3d0a775b752c3c3a206c","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Cinnyris jugularis (Linnaeus, 1766)","(Linnaeus, 1766)","","jugularis","","","https://www.catalogueoflife.org/data/taxon/5Z75C","SPECIES","",""
"Aves","","","Laridae","Sterna","Thalasseus F. Boie, 1822","","","586ba062906017206bbac5323c8cde6f","","eurygnathus","Animalia","","","","ICZN","","Charadriiformes","Chordata","Thalasseus acuflavidus eurygnathus (H. Saunders, 1876)","(H. Saunders, 1876)","","acuflavidus","","","https://www.catalogueoflife.org/data/taxon/9HJCP","SUBSPECIES","",""
"Aves","","","Strigidae","Bubo","Bubo Duméril, 1805","","","81dd1b4456cd5d5793922639b18f331a","","bubo","Animalia","","","","ICZN","","Strigiformes","Chordata","Bubo bubo bubo (Linnaeus, 1758)","(Linnaeus, 1758)","","bubo","Striginae","","https://www.catalogueoflife.org/data/taxon/BMH68","SUBSPECIES","",""
"Aves","","","Hydrobatidae Mathews, 1912","Oceanodroma","Oceanodroma Reichenbach, 1853","","","c818cec56b4f3c4101c0df297439867b","","","Animalia","","","","ICZN","","Procellariiformes","Chordata","Oceanodroma leucorhoa (Vieillot, 1818)","(Vieillot, 1818)","","leucorhoa","Hydrobatinae","","https://www.catalogueoflife.org/data/taxon/48C48","SPECIES","",""
"Aves","","","Muscicapidae Fleming, 1822","Ficedula","Ficedula Brisson, 1760","","","da5c86b3ef03f8185beae2ef78758a17","","hypoleuca","Animalia","","","","ICZN","","Passeriformes","Chordata","Ficedula hypoleuca hypoleuca (Pallas, 1764)","(Pallas, 1764)","","hypoleuca","","","https://www.catalogueoflife.org/data/taxon/BNFQD","SUBSPECIES","",""
"Aves","","","Laridae","Anous","Anous Stephens, 1826","","","8b657f8ae083eb836949ee41d564ff06","","","Animalia","","","1844","ICZN","","Charadriiformes","Chordata","Anous minutus F. Boie, 1844","F. Boie, 1844","","minutus","","","https://www.catalogueoflife.org/data/taxon/5V9V5","SPECIES","",""
"Aves","","","Strigidae","Otus","Otus Pennant, 1769","","","43ce2c0b4b115b585f0a408af987b102","","glabripes","Animalia","","","","ICZN","","Strigiformes","Chordata","Otus lettia glabripes (Swinhoe, 1870)","(Swinhoe, 1870)","","lettia","Striginae","","https://www.catalogueoflife.org/data/taxon/BNRSZ","SUBSPECIES","",""
"Aves","","","Anatidae Leach, 1820","Aythya","Aythya F. Boie, 1822","","","f3bb00a5671e7b79de3a4fe088f14208","","","Animalia","","","","ICZN","","Anseriformes","Chordata","Aythya ferina (Linnaeus, 1758)","(Linnaeus, 1758)","","ferina","","","https://www.catalogueoflife.org/data/taxon/K56T","SPECIES","",""
"","","","","","Agyrtria","","","8fc19c2b9729fd15db1c9e2b8ebb5213","","","Animalia","","","","ICZN","","","","Animalia","","","","","","https://www.catalogueoflife.org/data/taxon/N","KINGDOM","",""
"Aves","","","Passerellidae","Pipilo","Pipilo Vieillot, 1816","","","0dd3307d1e189a2c41e7944e1c759133","","arcticus","Animalia","","","","ICZN","","Passeriformes","Chordata","Pipilo maculatus arcticus (Swainson, 1832)","(Swainson, 1832)","","maculatus","","","https://www.catalogueoflife.org/data/taxon/BNVRX","SUBSPECIES","",""
"Aves","","","Fringillidae Leach, 1820","Carpodacus","Carpodacus Kaup, 1829","","","dc4f02284e5633331ab5b589b82e4563","","ferghanensis","Animalia","","","","ICZN","","Passeriformes","Chordata","Carpodacus erythrinus ferghanensis (Kozlova, 1939)","(Kozlova, 1939)","","erythrinus","","","https://www.catalogueoflife.org/data/taxon/BN5MB","SUBSPECIES","",""
"Aves","","","Furnariidae","Hylexetastes","Hylexetastes P. L. Sclater, 1889","","","a4b8a33cff3ab88deea83e79373bb283","","perrotii","Animalia","","","","ICZN","","Passeriformes","Chordata","Hylexetastes perrotii perrotii (Lafresnaye, 1844)","(Lafresnaye, 1844)","","perrotii","","","https://www.catalogueoflife.org/data/taxon/5J2B9","SUBSPECIES","",""
"Aves","","","Acrocephalidae Salvin, 1882","Acrocephalus","Acrocephalus J. A. Naumann & J. F. Naumann, 1811","","","bfe1dcc7a9905a4e6c4d248ac323d0ca","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Acrocephalus palustris (Bechstein, 1798)","(Bechstein, 1798)","","palustris","","","https://www.catalogueoflife.org/data/taxon/9L78","SPECIES","",""
"Aves","","","Charadriidae Leach, 1820","Charadrius","Charadrius Linnaeus, 1758","","","5192cfa947ea2629bed68b087f7ba85a","","","Animalia","","","1776","ICZN","","Charadriiformes","Chordata","Charadrius mongolus Pallas, 1776","Pallas, 1776","","mongolus","","","https://www.catalogueoflife.org/data/taxon/TMX7","SPECIES","",""
"Aves","","","Icteridae","Sturnella","Sturnella Vieillot, 1816","","","f360d64a70cc51b7cfadd4010cb8b308","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Sturnella militaris (Linnaeus, 1758)","(Linnaeus, 1758)","","militaris","","","https://www.catalogueoflife.org/data/taxon/537YY","SPECIES","",""
"Aves","","","Turdidae","Turdus","Turdus Linnaeus, 1758","","","ca8ed3a26701dc5c568905545739b200","","philomelos","Animalia","","","1831","ICZN","","Passeriformes","Chordata","Turdus philomelos philomelos C. L. Brehm, 1831","C. L. Brehm, 1831","","philomelos","","","https://www.catalogueoflife.org/data/taxon/BP6G4","SUBSPECIES","",""
"Aves","","","Ardeidae Leach, 1820","Ixobrychus","Ixobrychus Billberg, 1828","","","350ba288f0dcaa69f970776a6b8c8254","","erythromelas","Animalia","","","","ICZN","","Pelecaniformes","Chordata","Ixobrychus exilis erythromelas (Vieillot, 1817)","(Vieillot, 1817)","","exilis","Botaurinae Reichenbach, 1850","","https://www.catalogueoflife.org/data/taxon/BNK99","SUBSPECIES","",""
"Aves","","","Scolopacidae","","Erolia","","","5bd20b789b7aa2c98433f516795b5fd6","","","Animalia","","","1815","ICZN","","Charadriiformes","Chordata","Scolopacidae Rafinesque, 1815","Rafinesque, 1815","","","","","https://www.catalogueoflife.org/data/taxon/G4X","FAMILY","",""
"Aves","","","Accipitridae Vigors, 1824","Buteo","Buteo Lacepede, 1799","","","c3dc409bb417db6d4df8e0711ab37226","","lagopus","Animalia","","","","ICZN","","Accipitriformes","Chordata","Buteo lagopus lagopus (Pontoppidan, 1763)","(Pontoppidan, 1763)","","lagopus","","","https://www.catalogueoflife.org/data/taxon/7JG5G","SUBSPECIES","",""
"Aves","","","Columbidae","Treron","Treron Vieillot, 1816","","","e21058935948536b70f27b01f6e15eff","","","Animalia","","","","ICZN","","Columbiformes","Chordata","Treron bicinctus (Jerdon, 1840)","(Jerdon, 1840)","","bicinctus","Treroninae","","https://www.catalogueoflife.org/data/taxon/7CPFY","SPECIES","",""
"Aves","","","Phasianidae","Gallus","Gallus Brisson, 1760","","","7b2ef266318132b817217367281232cc","","bankiva","Animalia","","","1813","ICZN","","Galliformes","Chordata","Gallus gallus bankiva Temminck, 1813","Temminck, 1813","","gallus","","","https://www.catalogueoflife.org/data/taxon/BNG9Q","SUBSPECIES","",""
"Aves","","","Falconidae Leach, 1820","Falco","Falco Linnaeus, 1758","","","db8ed281eb59adf1e54d73eb8b1de375","","tinnunculus","Animalia","","","1758","ICZN","","Falconiformes","Chordata","Falco tinnunculus tinnunculus Linnaeus, 1758","Linnaeus, 1758","","tinnunculus","Falconinae Leach, 1820","","https://www.catalogueoflife.org/data/taxon/BNFML","SUBSPECIES","",""
"Aves","","","Emberizidae","Emberiza","Emberiza Linnaeus, 1758","","","7ee8a49d2f909e1af924c43d69feb822","","erythrogenys","Animalia","","","1855","ICZN","","Passeriformes","Chordata","Emberiza citrinella erythrogenys C. L. Brehm, 1855","C. L. Brehm, 1855","","citrinella","","","https://www.catalogueoflife.org/data/taxon/BND6H","SUBSPECIES","",""
"Aves","","","Columbidae","","Columba","","","325dc93285ae2bc841732ab6b040b742","","","Animalia","","","1758","ICZN","","Columbiformes","Chordata","Columba Linnaeus, 1758","Linnaeus, 1758","","","Columbinae","","https://www.catalogueoflife.org/data/taxon/3SMP","GENUS","",""
"Aves","","","Phylloscopidae","Phylloscopus","Phylloscopus F. Boie, 1826","","","6d9bfe9406f3bdfb14bbf52f45590bc1","","johnstoni","Animalia","","","","ICZN","","Passeriformes","Chordata","Phylloscopus ruficapilla johnstoni (W. L. Sclater, 1927)","(W. L. Sclater, 1927)","","ruficapilla","","","https://www.catalogueoflife.org/data/taxon/BNVDW","SUBSPECIES","",""
"Aves","","","Anatidae Leach, 1820","Anas","Spatula F. Boie, 1822","","","9b0559f36dc62b9dfed3e4be04e88359","","","Animalia","","","","ICZN","","Anseriformes","Chordata","Spatula clypeata (Linnaeus, 1758)","(Linnaeus, 1758)","","clypeata","","","https://www.catalogueoflife.org/data/taxon/9HKHD","SPECIES","",""
"Aves","","","Estrildidae Bonaparte, 1850","Padda","Lonchura Sykes, 1832","","","50f04b848d6dfbae706842fece5bea3b","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Lonchura oryzivora (Linnaeus, 1758)","(Linnaeus, 1758)","","oryzivora","","","https://www.catalogueoflife.org/data/taxon/3VYFC","SPECIES","",""
"Aves","","","Charadriidae Leach, 1820","Vanellus","Vanellus Brisson, 1760","","","d767f66467f511876ef694a759175576","","","Animalia","","","","ICZN","","Charadriiformes","Chordata","Vanellus vanellus (Linnaeus, 1758)","(Linnaeus, 1758)","","vanellus","","","https://www.catalogueoflife.org/data/taxon/7FFJL","SPECIES","",""
"Aves","","","Bombycillidae Swainson, 1831","Bombycilla","Bombycilla Vieillot, 1808","","","9dae06f4dfe6ed78a24270bf71e250be","","","Animalia","","","1808","ICZN","","Passeriformes","Chordata","Bombycilla cedrorum Vieillot, 1808","Vieillot, 1808","","cedrorum","","","https://www.catalogueoflife.org/data/taxon/MFZ9","SPECIES","",""
"Aves","","","Rhipiduridae Sundevall, 1872","Rhipidura","Rhipidura Vigors & Horsfield, 1827","","","d5c53f33935cb1b9b46f1d26baf4f984","","javanica","Animalia","","","","ICZN","","Passeriformes","Chordata","Rhipidura javanica javanica (Sparrman, 1788)","(Sparrman, 1788)","","javanica","","","https://www.catalogueoflife.org/data/taxon/BNYX4","SUBSPECIES","",""
"Aves","","","Ploceidae Sundevall, 1836","Ploceus","Ploceus Cuvier, 1816","","","1cd36d9a632cba40e955a9823dad2d8d","","","Animalia","","","1819","ICZN","","Passeriformes","Chordata","Ploceus velatus Vieillot, 1819","Vieillot, 1819","","velatus","","","https://www.catalogueoflife.org/data/taxon/4KH9P","SPECIES","",""
"Aves","","","Corvidae Leach, 1820","Garrulus","Garrulus Brisson, 1760","","","36724cb47d2e36d8a03348855390e9d2","","glandarius","Animalia","","","","ICZN","","Passeriformes","Chordata","Garrulus glandarius glandarius (Linnaeus, 1758)","(Linnaeus, 1758)","","glandarius","","","https://www.catalogueoflife.org/data/taxon/BNGCJ","SUBSPECIES","",""
"Aves","","","Eurylaimidae","Cymbirhynchus","Cymbirhynchus Vigors, 1830","","","43fc02802be6a5b8f2f666a9895370dd","","macrorhynchos","Animalia","","","","ICZN","","Passeriformes","Chordata","Cymbirhynchus macrorhynchos macrorhynchos (Gmelin, 1788)","(Gmelin, 1788)","","macrorhynchos","Eurylaiminae","","https://www.catalogueoflife.org/data/taxon/BNB76","SUBSPECIES","",""
"Aves","","","Cracidae","Pipile","Pipile Bonaparte, 1856","","","c36b7db900c21b201f8a7a545ab86724","","","Animalia","","","","ICZN","","Galliformes","Chordata","Pipile jacutinga (Spix, 1825)","(Spix, 1825)","","jacutinga","Penelopinae","","https://www.catalogueoflife.org/data/taxon/6VKNP","SPECIES","",""
"Aves","","","Trochilidae","Colibri","Colibri von Spix, 1824","","","22ac90862710179e06b8f9e57a102abd","","","Animalia","","","","ICZN","","Apodiformes","Chordata","Colibri delphinae (R. Lesson, 1839)","(R. Lesson, 1839)","","delphinae","Phaethornithinae","","https://www.catalogueoflife.org/data/taxon/X2H6","SPECIES","",""
"Aves","","","Tyrannidae","Empidonax","Empidonax Cabanis, 1855","","","67c7a584300d3fe8ce9c200ac021ce13","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Empidonax minimus (W. M. Baird & S. F. Baird, 1843)","(W. M. Baird & S. F. Baird, 1843)","","minimus","","","https://www.catalogueoflife.org/data/taxon/39HWK","SPECIES","",""
"Aves","","","Laridae","Larus","Larus Linnaeus, 1758","","","b3c0dee2ca68b55cc4c83a2e0cde8337","","","Animalia","","","1767","ICZN","","Charadriiformes","Chordata","Larus hyperboreus Gunnerus, 1767","Gunnerus, 1767","","hyperboreus","","","https://www.catalogueoflife.org/data/taxon/3SBQG","SPECIES","",""
"Aves","","","Fringillidae Leach, 1820","Carduelis","Spinus Koch, 1816","","","4857deb06a189861779eb91677badec7","","tristis","Animalia","","","","ICZN","","Passeriformes","Chordata","Spinus tristis tristis (Linnaeus, 1758)","(Linnaeus, 1758)","","tristis","","","https://www.catalogueoflife.org/data/taxon/BP375","SUBSPECIES","",""
"Aves","","","Thraupidae","Sporophila","Sporophila Cabanis, 1844","","","ab25e8f65898f28c4a7c94b4d6603b9b","","americana","Animalia","","","","ICZN","","Passeriformes","Chordata","Sporophila americana americana (J. F. Gmelin, 1789)","(J. F. Gmelin, 1789)","","americana","","","https://www.catalogueoflife.org/data/taxon/BP38M","SUBSPECIES","",""
"Aves","","","Laridae","Larus","Larus Linnaeus, 1758","","","37db8d1fbe19af443c81b28735fdb939","","","Animalia","","","1823","ICZN","","Charadriiformes","Chordata","Larus dominicanus M. H. K. Lichtenstein, 1823","M. H. K. Lichtenstein, 1823","","dominicanus","","","https://www.catalogueoflife.org/data/taxon/3SBQ5","SPECIES","",""
"Aves","","","Corvidae Leach, 1820","Platylophus","Platylophus Swainson, 1832","","","720ecff652a201ab7e41607464828bc4","","ardesiacus","Animalia","","","","ICZN","","Passeriformes","Chordata","Platylophus galericulatus ardesiacus (Bonaparte, 1850)","(Bonaparte, 1850)","","galericulatus","","","https://www.catalogueoflife.org/data/taxon/BNW4G","SUBSPECIES","",""
"Aves","","","Cisticolidae Sundevall, 1872","Prinia","Prinia Horsfield, 1821","","","613468273dbfc5d8b0371d4f7793b85f","","","Animalia","","","1844","ICZN","","Passeriformes","Chordata","Prinia buchanani Blyth, 1844","Blyth, 1844","","buchanani","","","https://www.catalogueoflife.org/data/taxon/4MDWB","SPECIES","",""
"Aves","","","Cisticolidae Sundevall, 1872","Cisticola","Cisticola Kaup, 1829","","","b3dc924df9f113d4bff8da87ebf2f0a4","","juncidis","Animalia","","","","ICZN","","Passeriformes","Chordata","Cisticola juncidis juncidis (Rafinesque, 1810)","(Rafinesque, 1810)","","juncidis","","","https://www.catalogueoflife.org/data/taxon/BN7S3","SUBSPECIES","",""
"Aves","","","Furnariidae","Leptasthenura","Leptasthenura Reichenbach, 1853","","","49854ba29f385015a67ec4fb23d06657","","aegithaloides","Animalia","","","","ICZN","","Passeriformes","Chordata","Leptasthenura aegithaloides aegithaloides (Kittlitz, 1830)","(Kittlitz, 1830)","","aegithaloides","","","https://www.catalogueoflife.org/data/taxon/BNL8P","SUBSPECIES","",""
"Aves","","","Nectariniidae Vigors, 1825","Anthreptes","Anthreptes Swainson, 1832","","","2546a369ec8ca00748466871dc8d3583","","malacensis","Animalia","","","","ICZN","","Passeriformes","Chordata","Anthreptes malacensis malacensis (Scopoli, 1786)","(Scopoli, 1786)","","malacensis","","","https://www.catalogueoflife.org/data/taxon/BMZTY","SUBSPECIES","",""
"Aves","","","Pipridae","Pipra","Pipra Linnaeus, 1764","","","3c9438f0b904356c196f19d1a2735d8d","","erythrocephala","Animalia","","","","ICZN","","Passeriformes","Chordata","Pipra erythrocephala erythrocephala (Linnaeus, 1758)","(Linnaeus, 1758)","","erythrocephala","","","https://www.catalogueoflife.org/data/taxon/5KGHX","SUBSPECIES","",""
"Aves","","","Cuculidae","Cuculus","Cuculus Linnaeus, 1758","","","e434587849e64af835a267924a2b7912","","canorus","Animalia","","","1758","ICZN","","Cuculiformes","Chordata","Cuculus canorus canorus Linnaeus, 1758","Linnaeus, 1758","","canorus","Cuculinae","","https://www.catalogueoflife.org/data/taxon/BN9V9","SUBSPECIES","",""
"Aves","","","Thraupidae","Tangara","Stilpnia K. J. Burns, Unitt & N. A. Mason, 2016","","","a4efba37207886df181cb5c772fdb9f7","","larvata","Animalia","","","","ICZN","","Passeriformes","Chordata","Stilpnia larvata larvata (Du Bus de Gisignies, 1846)","(Du Bus de Gisignies, 1846)","","larvata","","","https://www.catalogueoflife.org/data/taxon/B77Z2","SUBSPECIES","",""
"Aves","","","Scolopacidae Rafinesque, 1815","Arenaria","Arenaria Brisson, 1760","","","ef6fdf4a6eeb5d436d513ae91faab230","","","Animalia","","","","ICZN","","Charadriiformes","Chordata","Arenaria interpres (Linnaeus, 1758)","(Linnaeus, 1758)","","interpres","","","https://www.catalogueoflife.org/data/taxon/67RLB","SPECIES","",""
"Aves","","","Turdidae","Hylocichla","Hylocichla S. F. Baird, 1864","","","10ec38ea333814051bd0e28d76f191ce","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Hylocichla mustelina (Gmelin, 1789)","(Gmelin, 1789)","","mustelina","","","https://www.catalogueoflife.org/data/taxon/3NFZ4","SPECIES","",""
"Aves","","","Scolopacidae Rafinesque, 1815","Tringa","Tringa Linnaeus, 1758","","","4a3b8c11a1cb848cea83a2649698f1b2","","robusta","Animalia","","","","ICZN","","Charadriiformes","Chordata","Tringa totanus robusta (Schiøler, 1919)","(Schiøler, 1919)","","totanus","","","https://www.catalogueoflife.org/data/taxon/BP5XH","SUBSPECIES","",""
"Aves","","","Columbidae","Ptilinopus","Ptilinopus Swainson, 1825","","","0421c7b9a207a70ecdb1cce76a656d91","","viridis","Animalia","","","","ICZN","","Columbiformes","Chordata","Ptilinopus viridis viridis (Linnaeus, 1766)","(Linnaeus, 1766)","","viridis","Treroninae","","https://www.catalogueoflife.org/data/taxon/BNXZ2","SUBSPECIES","",""
"Aves","","","Psittaculidae","Tanygnathus","Tanygnathus Wagler, 1832","","","9cb29a87fff2d7dc5f5cf1500583ad96","","megalorynchos","Animalia","","","","ICZN","","Psittaciformes","Chordata","Tanygnathus megalorynchos megalorynchos (Boddaert, 1783)","(Boddaert, 1783)","","megalorynchos","","","https://www.catalogueoflife.org/data/taxon/BP4H6","SUBSPECIES","",""
"Aves","","","Alcedinidae","Pelargopsis","Pelargopsis Gloger, 1841","","","f1af010712959d964d794e4274697b06","","simalurensis","Animalia","","","1903","ICZN","","Coraciiformes","Chordata","Pelargopsis capensis simalurensis Richmond, 1903","Richmond, 1903","","capensis","Halcyoninae","","https://www.catalogueoflife.org/data/taxon/BNSWJ","SUBSPECIES","",""
"Aves","","","Charadriidae","","Belonopteris","","","9a99b0de2427646f5b8001531c202535","","","Animalia","","","1820","ICZN","","Charadriiformes","Chordata","Charadriidae Leach, 1820","Leach, 1820","","","","","https://www.catalogueoflife.org/data/taxon/824","FAMILY","",""
"Aves","","","Anatidae Leach, 1820","Mergus","Mergus Linnaeus, 1758","","","daab2f42ed1a34b8927c4fb270580200","","","Animalia","","","1758","ICZN","","Anseriformes","Chordata","Mergus serrator Linnaeus, 1758","Linnaeus, 1758","","serrator","","","https://www.catalogueoflife.org/data/taxon/3ZTRQ","SPECIES","",""
"Aves","","","Anatidae Leach, 1820","Aythya","Aythya F. Boie, 1822","","","47c62c1dd1ade9d8a1dac09aaf7a4f07","","marila","Animalia","","","","ICZN","","Anseriformes","Chordata","Aythya marila marila (Linnaeus, 1761)","(Linnaeus, 1761)","","marila","","","https://www.catalogueoflife.org/data/taxon/BN3FF","SUBSPECIES","",""
"Aves","","","Turdidae","Turdus","Turdus Linnaeus, 1758","","","b8ecca683339478b8e9d4e74a776ee5c","","rubripes","Animalia","","","1826","ICZN","","Passeriformes","Chordata","Turdus plumbeus rubripes Temminck, 1826","Temminck, 1826","","plumbeus","","","https://www.catalogueoflife.org/data/taxon/BP6GC","SUBSPECIES","",""
"Aves","","","Pachycephalidae Swainson, 1831","Pachycephala","Pachycephala Vigors, 1825","","","b312a59f5be4edfb9f316a9f3d946643","","macrorhyncha","Animalia","","","1849","ICZN","","Passeriformes","Chordata","Pachycephala macrorhyncha macrorhyncha Strickland, 1849","Strickland, 1849","","macrorhyncha","","","https://www.catalogueoflife.org/data/taxon/BNS27","SUBSPECIES","",""
"Aves","","","Charadriidae Leach, 1820","Eudromias","Charadrius Linnaeus, 1758","","","cb916b728ca8b6b6775a86ff7bd4fd13","","","Animalia","","","1758","ICZN","","Charadriiformes","Chordata","Charadrius morinellus Linnaeus, 1758","Linnaeus, 1758","","morinellus","","","https://www.catalogueoflife.org/data/taxon/TMX9","SPECIES","",""
"Aves","","","Trogonidae","Harpactes","Apalharpactes Bonaparte, 1854","","","fab3e1c878812b35fec843ef5deb1fa0","","","Animalia","","","","ICZN","","Trogoniformes","Chordata","Apalharpactes reinwardtii (Temminck, 1822)","(Temminck, 1822)","","reinwardtii","","","https://www.catalogueoflife.org/data/taxon/8VN38","SPECIES","",""
"Aves","","","Charadriidae Leach, 1820","Pluvialis","Pluvialis Brisson, 1760","","","02c019973e8a9cb7babdbe7fd083ea3f","","squatarola","Animalia","","","","ICZN","","Charadriiformes","Chordata","Pluvialis squatarola squatarola (Linnaeus, 1758)","(Linnaeus, 1758)","","squatarola","","","https://www.catalogueoflife.org/data/taxon/5KJ8F","SUBSPECIES","",""
"Aves","","","Ciconiidae Sundevall, 1836","Ciconia","Ciconia Brisson, 1760","","","7f5b3ae4ef5488fbf6316fbe293bbf6f","","ciconia","Animalia","","","","ICZN","","Ciconiiformes","Chordata","Ciconia ciconia ciconia (Linnaeus, 1758)","(Linnaeus, 1758)","","ciconia","","","https://www.catalogueoflife.org/data/taxon/BN7FJ","SUBSPECIES","",""
"Aves","","","Scolopacidae Rafinesque, 1815","Numenius","Numenius Brisson, 1760","","","892924debb79b618dcf35365e86991bd","","arquata","Animalia","","","","ICZN","","Charadriiformes","Chordata","Numenius arquata arquata (Linnaeus, 1758)","(Linnaeus, 1758)","","arquata","","","https://www.catalogueoflife.org/data/taxon/BNQV6","SUBSPECIES","",""
"Aves","","","Strigidae","Asio","Asio Brisson, 1760","","","1df63a8a551242c4a0c611833e2c4cc3","","flammeus","Animalia","","","","ICZN","","Strigiformes","Chordata","Asio flammeus flammeus (Pontoppidan, 1763)","(Pontoppidan, 1763)","","flammeus","Asioninae","","https://www.catalogueoflife.org/data/taxon/5FT39","SUBSPECIES","",""
"Aves","","","Pycnonotidae G. R. Gray, 1840","Hypsipetes","Ixos Temminck, 1825","","","b67156b798f1d63b192f536b0319897a","","","Animalia","","","1825","ICZN","","Passeriformes","Chordata","Ixos virescens Temminck, 1825","Temminck, 1825","","virescens","","","https://www.catalogueoflife.org/data/taxon/3QHRK","SPECIES","",""
"Aves","","","Ploceidae Sundevall, 1836","Ploceus","Ploceus Cuvier, 1816","","","7f6aaccdeede69bc3193fb11696d6b73","","hypoxanthus","Animalia","","","","ICZN","","Passeriformes","Chordata","Ploceus hypoxanthus hypoxanthus (Sparrman, 1788)","(Sparrman, 1788)","","hypoxanthus","","","https://www.catalogueoflife.org/data/taxon/BNW8F","SUBSPECIES","",""
"Aves","","","Corvidae Leach, 1820","Platylophus","Platylophus Swainson, 1832","","","bcb90a8990af5728951378dfa058ed1f","","galericulatus","Animalia","","","","ICZN","","Passeriformes","Chordata","Platylophus galericulatus galericulatus (Cuvier, 1816)","(Cuvier, 1816)","","galericulatus","","","https://www.catalogueoflife.org/data/taxon/BNW4J","SUBSPECIES","",""
