"class","cultivarEpithet","externalClassificationSource","family","genericName","genus","geoClassificationCode","geoName","identificationID","infragenericEpithet","infraspecificEpithet","kingdom","nameAccordingTo","namePublishedIn","namePublishedInYear","nomenclaturalCode","nomenclaturalStatus","order","phylum","scientificName","scientificNameAuthorship","scientificNameID","specificEpithet","subfamily","subgenus","taxonID","taxonRank","taxonSortOrder","vernacularName"
"Aves","","","Muscicapidae Fleming, 1822","Ficedula","Ficedula Brisson, 1760","","","66c9c35df73478a1803afdd1209971d4","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Ficedula hypoleuca (Pallas, 1764)","(Pallas, 1764)","","hypoleuca","","","https://www.catalogueoflife.org/data/taxon/6HWGP","SPECIES","",""
"Aves","","","Podicipedidae Bonaparte, 1831","Podiceps","Podiceps Latham, 1787","","","96a107114f7ca1079fd1e050fa2c9210","","nigricollis","Animalia","","","1831","ICZN","","Podicipediformes","Chordata","Podiceps nigricollis nigricollis C. L. Brehm, 1831","C. L. Brehm, 1831","","nigricollis","","","https://www.catalogueoflife.org/data/taxon/BNWCK","SUBSPECIES","",""
"Aves","","","Tytonidae","Tyto","Tyto Billberg, 1828","","","9728e726b55b016dad7c97aec1405a85","","guttata","Animalia","","","","ICZN","","Strigiformes","Chordata","Tyto alba guttata (C. L. Brehm, 1831)","(C. L. Brehm, 1831)","","alba","Tytoninae","","https://www.catalogueoflife.org/data/taxon/7L6XK","SUBSPECIES","",""
"Aves","","","Icteridae","Molothrus","Molothrus Swainson, 1832","","","90fb71971a190034abc73458c328dd3c","","artemisiae","Animalia","","","1909","ICZN","","Passeriformes","Chordata","Molothrus ater artemisiae Grinnell, 1909","Grinnell, 1909","","ater","","","https://www.catalogueoflife.org/data/taxon/BNP8B","SUBSPECIES","",""
"Aves","","","Alcedinidae","Alcedo","Alcedo Linnaeus, 1758","","","bbbb48f06b15797bd62fd080a1ea9b66","","bengalensis","Animalia","","","1788","ICZN","","Coraciiformes","Chordata","Alcedo atthis bengalensis J. F. Gmelin, 1788","J. F. Gmelin, 1788","","atthis","Alcedininae","","https://www.catalogueoflife.org/data/taxon/BMYV4","SUBSPECIES","",""
"Aves","","","Laridae","Gelochelidon","Gelochelidon C. L. Brehm, 1830","","","71206a118502798d66d7e2b95b84da09","","","Animalia","","","","ICZN","","Charadriiformes","Chordata","Gelochelidon nilotica (J. F. Gmelin, 1789)","(J. F. Gmelin, 1789)","","nilotica","","","https://www.catalogueoflife.org/data/taxon/3FJY7","SPECIES","",""
"Aves","","","Anatidae Leach, 1820","Dendrocygna","Dendrocygna Swainson, 1837","","","555f3959acdb48a891d24e6f23ed8199","","","Animalia","","","1866","ICZN","","Anseriformes","Chordata","Dendrocygna guttata Schlegel, 1866","Schlegel, 1866","","guttata","","","https://www.catalogueoflife.org/data/taxon/34Q34","SPECIES","",""
"Aves","","","Phylloscopidae","Phylloscopus","Phylloscopus F. Boie, 1826","","","1cca7e1780d3e22167759da30e0016c8","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Phylloscopus trochilus (Linnaeus, 1758)","(Linnaeus, 1758)","","trochilus","","","https://www.catalogueoflife.org/data/taxon/77FNC","SPECIES","",""
"Aves","","","Charadriidae Leach, 1820","Charadrius","Charadrius Linnaeus, 1758","","","3f5cb3ec76b4d9efa033f92aad9e53ce","","curonicus","Animalia","","","1789","ICZN","","Charadriiformes","Chordata","Charadrius dubius curonicus J. F. Gmelin, 1789","J. F. Gmelin, 1789","","dubius","","","https://www.catalogueoflife.org/data/taxon/BN6SJ","SUBSPECIES","",""
"Aves","","","Trochilidae","Chrysuronia","Chrysuronia Bonaparte, 1850","","","4489dffedda70bf0da1415c566bd03f8","","oenone","Animalia","","","","ICZN","","Apodiformes","Chordata","Chrysuronia oenone oenone (R. Lesson, 1832)","(R. Lesson, 1832)","","oenone","Trochilinae","","https://www.catalogueoflife.org/data/taxon/BN7D2","SUBSPECIES","",""
"Aves","","","Phylloscopidae","Phylloscopus","Phylloscopus F. Boie, 1826","","","b7fef09c74cb1b4db6626e08da279a6f","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Phylloscopus borealis (J. H. Blasius, 1858)","(J. H. Blasius, 1858)","","borealis","","","https://www.catalogueoflife.org/data/taxon/77FNW","SPECIES","",""
"Aves","","","Alaudidae Vigors, 1825","Alauda","Alauda Linnaeus, 1758","","","380863e2133c3da17227c2825c6491d3","","","Animalia","","","1758","ICZN","","Passeriformes","Chordata","Alauda arvensis Linnaeus, 1758","Linnaeus, 1758","","arvensis","","","https://www.catalogueoflife.org/data/taxon/BFFT","SPECIES","",""
"Aves","","","Alcidae","Alca","Alca Linnaeus, 1758","","","86dd8f5d149a47595ca69f42ae2d96fb","","","Animalia","","","1758","ICZN","","Charadriiformes","Chordata","Alca torda Linnaeus, 1758","Linnaeus, 1758","","torda","","","https://www.catalogueoflife.org/data/taxon/BGZW","SPECIES","",""
"Aves","","","Rhipiduridae Sundevall, 1872","Rhipidura","Rhipidura Vigors & Horsfield, 1827","","","3231a7d18bf798184f0c3643cee3ebcb","","longicauda","Animalia","","","1865","ICZN","","Passeriformes","Chordata","Rhipidura javanica longicauda Wallace, 1865","Wallace, 1865","","javanica","","","https://www.catalogueoflife.org/data/taxon/BNYX5","SUBSPECIES","",""
"Aves","","","Dicaeidae Bonaparte, 1853","Dicaeum","Dicaeum Cuvier, 1816","","","229d7ec03e66e3fcef3e7a16c1d0ea42","","","Animalia","","","1864","ICZN","","Passeriformes","Chordata","Dicaeum igniferum Wallace, 1864","Wallace, 1864","","igniferum","","","https://www.catalogueoflife.org/data/taxon/35HV4","SPECIES","",""
"Aves","","","Ploceidae Sundevall, 1836","Ploceus","Ploceus Cuvier, 1816","","","e7bb8beef148d3b0586789ed4b2506d5","","monacha","Animalia","","","","ICZN","","Passeriformes","Chordata","Ploceus pelzelni monacha (Sharpe, 1890)","(Sharpe, 1890)","","pelzelni","","","https://www.catalogueoflife.org/data/taxon/BNW99","SUBSPECIES","",""
"Aves","","","Ardeidae Leach, 1820","Nycticorax","Nycticorax T. Forster, 1817","","","09367bf8ac499dae67ee146391126424","","nycticorax","Animalia","","","","ICZN","","Pelecaniformes","Chordata","Nycticorax nycticorax nycticorax (Linnaeus, 1758)","(Linnaeus, 1758)","","nycticorax","Ardeinae Leach, 1820","","https://www.catalogueoflife.org/data/taxon/BNQX3","SUBSPECIES","",""
"Aves","","","Accipitridae Vigors, 1824","Spilornis","Spilornis G. R. Gray, 1840","","","1f1194355585293208395a7b0933db56","","bido","Animalia","","","","ICZN","","Accipitriformes","Chordata","Spilornis cheela bido (Horsfield, 1821)","(Horsfield, 1821)","","cheela","","","https://www.catalogueoflife.org/data/taxon/BP35B","SUBSPECIES","",""
"Aves","","","Pellorneidae Vigors & Delacour, 1946","Malacocincla","Malacocincla Blyth, 1845","","","49642f59def75324ee8a664146f2eeeb","","sepiaria","Animalia","","","","ICZN","","Passeriformes","Chordata","Malacocincla sepiaria sepiaria (Horsfield, 1821)","(Horsfield, 1821)","","sepiaria","","","https://www.catalogueoflife.org/data/taxon/BNMLP","SUBSPECIES","",""
"Aves","","","Ardeidae Leach, 1820","Ardea","Ardea Linnaeus, 1758","","","ba458741bd197381ed4a8ec033cc7fa1","","cinerea","Animalia","","","1758","ICZN","","Pelecaniformes","Chordata","Ardea cinerea cinerea Linnaeus, 1758","Linnaeus, 1758","","cinerea","Ardeinae Leach, 1820","","https://www.catalogueoflife.org/data/taxon/BN2LG","SUBSPECIES","",""
"Aves","","","Meropidae","Merops","Merops Linnaeus, 1758","","","e03e8c1a9cdf9243a6290835f02791bd","","","Animalia","","","1766","ICZN","","Coraciiformes","Chordata","Merops superciliosus Linnaeus, 1766","Linnaeus, 1766","","superciliosus","","","https://www.catalogueoflife.org/data/taxon/3ZW5Q","SPECIES","",""
"Aves","","","Fringillidae Leach, 1820","Carduelis","Chloris Cuvier, 1800","","","b923ab9ba716ffdb02c98778f7d04968","","chloris","Animalia","","","","ICZN","","Passeriformes","Chordata","Chloris chloris chloris (Linnaeus, 1758)","(Linnaeus, 1758)","","chloris","","","https://www.catalogueoflife.org/data/taxon/BN6Z4","SUBSPECIES","",""
"Aves","","","Thraupidae","Tangara","Ixothraupis Bonaparte, 1851","","","acc4eef3987e863cdb68580159cfb62e","","punctulata","Animalia","","","","ICZN","","Passeriformes","Chordata","Ixothraupis punctata punctulata (P. L. Sclater & Salvin, 1876)","(P. L. Sclater & Salvin, 1876)","","punctata","","","https://www.catalogueoflife.org/data/taxon/B763K","SUBSPECIES","",""
"Aves","","","Zosteropidae Bonaparte, 1853","Zosterops","Zosterops Vigors & Horsfield, 1827","","","71338ff6989ca464a0ea4a8e7e64afb4","","unicus","Animalia","","","1897","ICZN","","Passeriformes","Chordata","Zosterops palpebrosus unicus Hartert, 1897","Hartert, 1897","","palpebrosus","","","https://www.catalogueoflife.org/data/taxon/7KVQ3","SUBSPECIES","",""
"Aves","","","Meropidae","Nyctyornis","Nyctyornis Jardine & Selby, 1830","","","4bb082f650ec0abd265af9ba4eff219b","","","Animalia","","","","ICZN","","Coraciiformes","Chordata","Nyctyornis amictus (Temminck, 1824)","(Temminck, 1824)","","amictus","","","https://www.catalogueoflife.org/data/taxon/4866L","SPECIES","",""
"Aves","","","Falconidae Leach, 1820","Falco","Falco Linnaeus, 1758","","","90446e45c4ceb33223ed83ce029e0775","","","Animalia","","","1758","ICZN","","Falconiformes","Chordata","Falco sparverius Linnaeus, 1758","Linnaeus, 1758","","sparverius","Falconinae Leach, 1820","","https://www.catalogueoflife.org/data/taxon/3DTGT","SPECIES","",""
"Aves","","","Ramphastidae","Ramphastos","Ramphastos Linnaeus, 1758","","","034b20c9b78e9732d3f31ec4dd4e27cc","","cuvieri","Animalia","","","1827","ICZN","","Piciformes","Chordata","Ramphastos tucanus cuvieri Wagler, 1827","Wagler, 1827","","tucanus","","","https://www.catalogueoflife.org/data/taxon/BNYHQ","SUBSPECIES","",""
"Aves","","","Alcedinidae","Halcyon","Todiramphus R. Lesson, 1827","","","89b170d91f8132c7041c7b819586e7c0","","","Animalia","","","","ICZN","","Coraciiformes","Chordata","Todiramphus chloris (Boddaert, 1783)","(Boddaert, 1783)","","chloris","Halcyoninae","","https://www.catalogueoflife.org/data/taxon/7CFTZ","SPECIES","",""
"Aves","","","Sylviidae Leach, 1820","Sylvia","Sylvia Scopoli, 1769","","","724ab0893881529320ffe37b8ccb32a3","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Sylvia hortensis (Gmelin, 1789)","(Gmelin, 1789)","","hortensis","","","https://www.catalogueoflife.org/data/taxon/53N3X","SPECIES","",""
"Aves","","","Campephagidae Vigors, 1825","Coracina","Coracina Vieillot, 1816","","","3c7efb82ab9eab7c4f0fa2ac0927177f","","schierbrandii","Animalia","","","","ICZN","","Passeriformes","Chordata","Coracina fimbriata schierbrandii (Pelzeln, 1865)","(Pelzeln, 1865)","","fimbriata","","","https://www.catalogueoflife.org/data/taxon/5GLP8","SUBSPECIES","",""
"Aves","","","Alcidae","Cepphus","Cepphus Pallas, 1769","","","f239ea59ee56ec8a47435ff123a1db72","","","Animalia","","","","ICZN","","Charadriiformes","Chordata","Cepphus grylle (Linnaeus, 1758)","(Linnaeus, 1758)","","grylle","","","https://www.catalogueoflife.org/data/taxon/SFVL","SPECIES","",""
"Aves","","","Meliphagidae","Meliphaga","Gavicalis Schodde & I. J. Mason, 1999","","","21aa3679b0a18bb48b4bfc3c80a4db67","","sonoroides","Animalia","","","","ICZN","","Passeriformes","Chordata","Gavicalis versicolor sonoroides (G. R. Gray, 1862)","(G. R. Gray, 1862)","","versicolor","","","https://www.catalogueoflife.org/data/taxon/B75QN","SUBSPECIES","",""
"Aves","","","Rhipiduridae Sundevall, 1872","Rhipidura","Rhipidura Vigors & Horsfield, 1827","","","c25c6c140493bf2c128d35ba532d097e","","kordensis","Animalia","","","1874","ICZN","","Passeriformes","Chordata","Rhipidura rufiventris kordensis A. B. Meyer, 1874","A. B. Meyer, 1874","","rufiventris","","","https://www.catalogueoflife.org/data/taxon/BNYYH","SUBSPECIES","",""
"Aves","","","Rostratulidae Mathews, 1911","Rostratula","Rostratula Vieillot, 1816","","","02fbed102e0e3acf318209190bac0570","","","Animalia","","","","ICZN","","Charadriiformes","Chordata","Rostratula benghalensis (Linnaeus, 1758)","(Linnaeus, 1758)","","benghalensis","","","https://www.catalogueoflife.org/data/taxon/4TFP8","SPECIES","",""
"Aves","","","Anatidae Leach, 1820","Somateria","Somateria Leach, 1819","","","0f2e8dae1285d6361949edd2d2c11fff","","","Animalia","","","","ICZN","","Anseriformes","Chordata","Somateria mollissima (Linnaeus, 1758)","(Linnaeus, 1758)","","mollissima","","","https://www.catalogueoflife.org/data/taxon/6Z4ZB","SPECIES","",""
"Aves","","","Psittaculidae","Psittacula","Psittacula Cuvier, 1800","","","2e38c67cd30a18fac54b607633b18672","","","Animalia","","","","ICZN","","Psittaciformes","Chordata","Psittacula krameri (Scopoli, 1769)","(Scopoli, 1769)","","krameri","","","https://www.catalogueoflife.org/data/taxon/4PKCM","SPECIES","",""
"Aves","","","Motacillidae Horsfield, 1821","Anthus","Anthus Bechstein, 1805","","","4bc8c06b0b148518a9a7bf5bd7f28894","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Anthus trivialis (Linnaeus, 1758)","(Linnaeus, 1758)","","trivialis","","","https://www.catalogueoflife.org/data/taxon/5VKFM","SPECIES","",""
"Aves","","","Phasianidae","Alectoris","Alectoris Kaup, 1829","","","36c183408160373574900ec5b8a6f82c","","barbara","Animalia","","","","ICZN","","Galliformes","Chordata","Alectoris barbara barbara (Bonnaterre, 1790)","(Bonnaterre, 1790)","","barbara","","","https://www.catalogueoflife.org/data/taxon/B745Z","SUBSPECIES","",""
"Aves","","","Trochilidae","Coeligena","Coeligena R. Lesson, 1833","","","c0bac258faf2ceacab1ce8c05a081924","","conradii","Animalia","","","","ICZN","","Apodiformes","Chordata","Coeligena torquata conradii (Bourcier, 1847)","(Bourcier, 1847)","","torquata","Trochilinae","","https://www.catalogueoflife.org/data/taxon/BQK3L","SUBSPECIES","",""
"Aves","","","Trogonidae","Harpactes","Apalharpactes Bonaparte, 1854","","","c58b45373ae93b138b4f6a4fae4317d7","","","Animalia","","","","ICZN","","Trogoniformes","Chordata","Apalharpactes mackloti (S. Müller, 1836)","(S. Müller, 1836)","","mackloti","","","https://www.catalogueoflife.org/data/taxon/8VMHD","SPECIES","",""
"Aves","","","Pycnonotidae G. R. Gray, 1840","Pycnonotus","Pycnonotus F. Boie, 1826","","","579f7dc0751c9594b2ee81cc314c4385","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Pycnonotus bimaculatus (Horsfield, 1821)","(Horsfield, 1821)","","bimaculatus","","","https://www.catalogueoflife.org/data/taxon/4QMM5","SPECIES","",""
"Aves","","","Motacillidae Horsfield, 1821","Anthus","Anthus Bechstein, 1805","","","6302915d9fb8780b64abfa763b415740","","japonicus","Animalia","","","1847","ICZN","","Passeriformes","Chordata","Anthus rubescens japonicus Temminck & Schlegel, 1847","Temminck & Schlegel, 1847","","rubescens","","","https://www.catalogueoflife.org/data/taxon/BMZY5","SUBSPECIES","",""
"Aves","","","Anatidae Leach, 1820","Melanitta","Melanitta F. Boie, 1822","","","d4a118c647e70a187dd3beefce6427f2","","","Animalia","","","","ICZN","","Anseriformes","Chordata","Melanitta nigra (Linnaeus, 1758)","(Linnaeus, 1758)","","nigra","","","https://www.catalogueoflife.org/data/taxon/3Z83C","SPECIES","",""
"Aves","","","Rhinocryptidae Wetmore, 1930","Rhinocrypta","Rhinocrypta G. R. Gray, 1841","","","b5c3c309f8d127efee7d1adf4b4ef3cb","","lanceolata","Animalia","","","","ICZN","","Passeriformes","Chordata","Rhinocrypta lanceolata lanceolata (I. Geoffroy Saint-Hilaire, 1832)","(I. Geoffroy Saint-Hilaire, 1832)","","lanceolata","","","https://www.catalogueoflife.org/data/taxon/BNYSF","SUBSPECIES","",""
"Aves","","","Timaliidae Vigors & Horsfield, 1827","Timalia","Timalia Horsfield, 1821","","","95278bd48a1ed520a7867d1dba7e6edf","","","Animalia","","","1821","ICZN","","Passeriformes","Chordata","Timalia pileata Horsfield, 1821","Horsfield, 1821","","pileata","","","https://www.catalogueoflife.org/data/taxon/7CBJQ","SPECIES","",""
"Aves","","","Troglodytidae Swainson, 1832","Henicorhina","Henicorhina P. L. Sclater & Salvin, 1868","","","5394af02ae69e678b050a59c6813a0bb","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Henicorhina leucosticta (Cabanis, 1847)","(Cabanis, 1847)","","leucosticta","","","https://www.catalogueoflife.org/data/taxon/6LPWZ","SPECIES","",""
"Aves","","","Laridae","Sterna","Sterna Linnaeus, 1758","","","dbe8edd683e287e8d2041feb161b19eb","","hirundo","Animalia","","","1758","ICZN","","Charadriiformes","Chordata","Sterna hirundo hirundo Linnaeus, 1758","Linnaeus, 1758","","hirundo","","","https://www.catalogueoflife.org/data/taxon/BP3GG","SUBSPECIES","",""
"Aves","","","Pellorneidae Vigors & Delacour, 1946","Alcippe","Alcippe Blyth, 1844","","","55c439caa0932e36a1ae905f6acc8aca","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Alcippe pyrrhoptera (Bonaparte, 1850)","(Bonaparte, 1850)","","pyrrhoptera","","","https://www.catalogueoflife.org/data/taxon/65VY7","SPECIES","",""
"Aves","","","Motacillidae Horsfield, 1821","Anthus","Anthus Bechstein, 1805","","","9392a007cb9be452f661379e9be4566c","","malayensis","Animalia","","","1839","ICZN","","Passeriformes","Chordata","Anthus rufulus malayensis Eyton, 1839","Eyton, 1839","","rufulus","","","https://www.catalogueoflife.org/data/taxon/BMZYB","SUBSPECIES","",""
"Aves","","","Panuridae Des Murs, 1860","Panurus","Panurus Koch, 1816","","","2d7ad34f0f28e1ca9fa924e2bac3b81f","","biarmicus","Animalia","","","","ICZN","","Passeriformes","Chordata","Panurus biarmicus biarmicus (Linnaeus, 1758)","(Linnaeus, 1758)","","biarmicus","","","https://www.catalogueoflife.org/data/taxon/BNSBG","SUBSPECIES","",""
"Aves","","","Muscicapidae Fleming, 1822","Saxicola","Saxicola Bechstein, 1802","","","0b3014348daf570ed2397e139de7aeca","","rubicola","Animalia","","","","ICZN","","Passeriformes","Chordata","Saxicola rubicola rubicola (Linnaeus, 1766)","(Linnaeus, 1766)","","rubicola","","","https://www.catalogueoflife.org/data/taxon/BNZQK","SUBSPECIES","",""
"Aves","","","Phylloscopidae","","Seicercus","","","3fbdb98b8707aebb6b42420694f927f4","","","Animalia","","","1837","ICZN","","Passeriformes","Chordata","Seicercus Swainson, 1837","Swainson, 1837","","","","","https://www.catalogueoflife.org/data/taxon/7F5D","GENUS","",""
"Aves","","","Alaudidae Vigors, 1825","Alaemon","Alaemon Keyserling & J. H. Blasius, 1840","","","455bf5f15f5fd1364dc3278f86575a47","","desertorum","Animalia","","","","ICZN","","Passeriformes","Chordata","Alaemon alaudipes desertorum (Stanley, 1814)","(Stanley, 1814)","","alaudipes","","","https://www.catalogueoflife.org/data/taxon/BMYRQ","SUBSPECIES","",""
"Aves","","","Cinclidae Sundevall, 1836","Cinclus","Cinclus Borkhausen, 1797","","","e05286f4cc8789a524b33f136bb5676c","","tenuirostris","Animalia","","","1850","ICZN","","Passeriformes","Chordata","Cinclus pallasii tenuirostris Bonaparte, 1850","Bonaparte, 1850","","pallasii","","","https://www.catalogueoflife.org/data/taxon/BN7H9","SUBSPECIES","",""
"Aves","","","Nectariniidae Vigors, 1825","","Nectarinia","","","419f5bdc49df57faf60bd1e9f1d32677","","","Animalia","","","1811","ICZN","","Passeriformes","Chordata","Nectarinia Illiger, 1811","Illiger, 1811","","","","","https://www.catalogueoflife.org/data/taxon/5Y76","GENUS","",""
"Aves","","","Accipitridae Vigors, 1824","Buteo","Buteo Lacepede, 1799","","","81794d82189dc94174e5948910bc8e87","","buteo","Animalia","","","","ICZN","","Accipitriformes","Chordata","Buteo buteo buteo (Linnaeus, 1758)","(Linnaeus, 1758)","","buteo","","","https://www.catalogueoflife.org/data/taxon/BN49Q","SUBSPECIES","",""
"Aves","","","Pycnonotidae G. R. Gray, 1840","Pycnonotus","Pycnonotus F. Boie, 1826","","","9fb8a3c300a62da7756de148c6a3f464","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Pycnonotus erythropthalmos (Hume, 1878)","(Hume, 1878)","","erythropthalmos","","","https://www.catalogueoflife.org/data/taxon/6WQMV","SPECIES","",""
"Aves","","","Lybiidae","Trachyphonus","Trachyphonus Ranzani, 1821","","","bd922d382d224f8fc7927a9a4ad2f689","","erythrocephalus","Animalia","","","1878","ICZN","","Piciformes","Chordata","Trachyphonus erythrocephalus erythrocephalus Cabanis, 1878","Cabanis, 1878","","erythrocephalus","","","https://www.catalogueoflife.org/data/taxon/BP5PX","SUBSPECIES","",""
"Aves","","","Anatidae Leach, 1820","Anas","Anas Linnaeus, 1758","","","204805e5c91744b8a4b4d5517eb7b221","","","Animalia","","","1758","ICZN","","Anseriformes","Chordata","Anas acuta Linnaeus, 1758","Linnaeus, 1758","","acuta","","","https://www.catalogueoflife.org/data/taxon/DGMX","SPECIES","",""
"Aves","","","Cisticolidae Sundevall, 1872","Prinia","Prinia Horsfield, 1821","","","1b7e0d8f6ce832daafa1a8ed05912f43","","","Animalia","","","1821","ICZN","","Passeriformes","Chordata","Prinia familiaris Horsfield, 1821","Horsfield, 1821","","familiaris","","","https://www.catalogueoflife.org/data/taxon/4MDWG","SPECIES","",""
"Aves","","","Columbidae","Lopholaimus","Lopholaimus Gould, 1841","","","7fa4d9f7cd0b8c8d5b04e5a5f1f49ca8","","","Animalia","","","","ICZN","","Columbiformes","Chordata","Lopholaimus antarcticus (Shaw, 1794)","(Shaw, 1794)","","antarcticus","Treroninae","","https://www.catalogueoflife.org/data/taxon/3W3L9","SPECIES","",""
"Aves","","","Turdidae","Turdus","Turdus Linnaeus, 1758","","","0b2614d777b17184845536ed300bebe3","","merula","Animalia","","","1758","ICZN","","Passeriformes","Chordata","Turdus merula merula Linnaeus, 1758","Linnaeus, 1758","","merula","","","https://www.catalogueoflife.org/data/taxon/BP6DR","SUBSPECIES","",""
"Aves","","","Tytonidae","Tyto","Tyto Billberg, 1828","","","d0b14490f7dfb35740c45d73fdd3dcd8","","","Animalia","","","","ICZN","","Strigiformes","Chordata","Tyto rosenbergii (Schlegel, 1866)","(Schlegel, 1866)","","rosenbergii","Tytoninae","","https://www.catalogueoflife.org/data/taxon/59ZW6","SPECIES","",""
"Aves","","","Emberizidae","Emberiza","Emberiza Linnaeus, 1758","","","2a4a31f86a6969e87a8cfe55e0fdeafe","","schoeniclus","Animalia","","","","ICZN","","Passeriformes","Chordata","Emberiza schoeniclus schoeniclus (Linnaeus, 1758)","(Linnaeus, 1758)","","schoeniclus","","","https://www.catalogueoflife.org/data/taxon/BND7T","SUBSPECIES","",""
"Aves","","","Scolopacidae Rafinesque, 1815","Calidris","Calidris Merrem, 1804","","","5a7b6d66c9e413593d440b20cb3fff0e","","canutus","Animalia","","","","ICZN","","Charadriiformes","Chordata","Calidris canutus canutus (Linnaeus, 1758)","(Linnaeus, 1758)","","canutus","","","https://www.catalogueoflife.org/data/taxon/BN4L8","SUBSPECIES","",""
"Aves","","","Tyrannidae","Tyrannus","Tyrannus Lacepede, 1799","","","bf1c383235d59ce4ede2bd316c863733","","monachus","Animalia","","","1844","ICZN","","Passeriformes","Chordata","Tyrannus savana monachus Hartlaub, 1844","Hartlaub, 1844","","savana","","","https://www.catalogueoflife.org/data/taxon/BP6N7","SUBSPECIES","",""
"Aves","","","Motacillidae Horsfield, 1821","Anthus","Anthus Bechstein, 1805","","","5a43a79400642dd611d38bb43e10ef8f","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Anthus novaeseelandiae (Gmelin, 1789)","(Gmelin, 1789)","","novaeseelandiae","","","https://www.catalogueoflife.org/data/taxon/67KF2","SPECIES","",""
"Aves","","","Paradisaeidae Vigors, 1825","Astrapia","Astrapia Vieillot, 1816","","","808ec826035f53ae31b0ae7b870452c8","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Astrapia nigra (Gmelin, 1788)","(Gmelin, 1788)","","nigra","","","https://www.catalogueoflife.org/data/taxon/J3L6","SPECIES","",""
"Aves","","","Thraupidae","Sporophila","Sporophila Cabanis, 1844","","","d0fc187f0b2e5ad6fd5ded8c9e633c64","","minuta","Animalia","","","","ICZN","","Passeriformes","Chordata","Sporophila minuta minuta (Linnaeus, 1758)","(Linnaeus, 1758)","","minuta","","","https://www.catalogueoflife.org/data/taxon/BP39F","SUBSPECIES","",""
"Aves","","","Cisticolidae Sundevall, 1872","Orthotomus","Orthotomus Horsfield, 1821","","","601816371e3dc5bcdb020c53ff3f8690","","sepium","Animalia","","","1821","ICZN","","Passeriformes","Chordata","Orthotomus sepium sepium Horsfield, 1821","Horsfield, 1821","","sepium","","","https://www.catalogueoflife.org/data/taxon/BNRPL","SUBSPECIES","",""
"Aves","","","Petroicidae Mathews, 1920","Peneothello","Peneothello Mathews, 1920","","","be956688a3fc41ef807f1c6f719689f7","","atricapilla","Animalia","","","","ICZN","","Passeriformes","Chordata","Peneothello cyanus atricapilla (Hartert & Paludan, 1934)","(Hartert & Paludan, 1934)","","cyanus","","","https://www.catalogueoflife.org/data/taxon/BNT37","SUBSPECIES","",""
"Aves","","","Pycnonotidae G. R. Gray, 1840","Pycnonotus","Pycnonotus F. Boie, 1826","","","69a0cdf5c2c8901b0a505ea757f6de0e","","aurigaster","Animalia","","","","ICZN","","Passeriformes","Chordata","Pycnonotus aurigaster aurigaster (Vieillot, 1818)","(Vieillot, 1818)","","aurigaster","","","https://www.catalogueoflife.org/data/taxon/BNY5Y","SUBSPECIES","",""
"Aves","","","","","indet","","","3d94c616e8999bada4dfe0dce325caf0","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Passeriformes","","","","","","https://www.catalogueoflife.org/data/taxon/3RL","ORDER","",""
"Aves","","","Picidae","Picus","Picus Linnaeus, 1758","","","f86df10ade9df823dfd5046f6b22bb34","","viridis","Animalia","","","1758","ICZN","","Piciformes","Chordata","Picus viridis viridis Linnaeus, 1758","Linnaeus, 1758","","viridis","Picinae","","https://www.catalogueoflife.org/data/taxon/BNVN2","SUBSPECIES","",""
"Aves","","","Meliphagidae","","Philemon","","","fa26a1bd9e3d53b2d2b2860b79ed5564","","","Animalia","","","1816","ICZN","","Passeriformes","Chordata","Philemon Vieillot, 1816","Vieillot, 1816","","","","","https://www.catalogueoflife.org/data/taxon/6NCL","GENUS","",""
"Aves","","","Musophagidae","","Crinifer","","","88007033cc3c71493a865e451ca212b9","","","Animalia","","","1821","ICZN","","Musophagiformes","Chordata","Crinifer Jarocki, 1821","Jarocki, 1821","","","Criniferinae","","https://www.catalogueoflife.org/data/taxon/62P9N","GENUS","",""
"Aves","","","Aegithinidae G. R. Gray, 1869","Aegithina","Aegithina Vieillot, 1816","","","e78c09c4d28d74d45be333d9ea240c87","","","Animalia","","","","ICZN","","Passeriformes","Chordata","Aegithina tiphia (Linnaeus, 1758)","(Linnaeus, 1758)","","tiphia","","","https://www.catalogueoflife.org/data/taxon/658QP","SPECIES","",""
"Aves","","","Strigidae","Asio","Asio Brisson, 1760","","","166f881a0769b94ce9ee46716671536b","","otus","Animalia","","","","ICZN","","Strigiformes","Chordata","Asio otus otus (Linnaeus, 1758)","(Linnaeus, 1758)","","otus","Asioninae","","https://www.catalogueoflife.org/data/taxon/BN2ZJ","SUBSPECIES","",""
