usage_policy_id	rights	rights_iri	rights_holder	rights_holder_id	owner	owner_id	usage_terms	web_statement	access_rights	license	license_logo_url	licensing_exception	credit	attribution_logo_url	attribution_link_url
CC0	Public Domain	https://creativecommons.org/public-domain/cc0/								https://creativecommons.org/public-domain/cc0/			Photo taken by Anton Van de Putte (CC0)		
